BE0000048	凝血酶原
BE0003060	YopE调节器
BE0004532	非常规肌球蛋白
BE0004447	减数分裂重组蛋白DMC1\/LIM15同源物
BE0003061	鸟嘌呤脱氨酶
BE0002766	内切-1,4-β-木聚糖酶A
BE0002903	细菌血红蛋白
BE0003062	钼辅因子生物合成蛋白B
BE0003063	尿嘧啶DNA糖苷酶抑制剂
BE0003064	重组蛋白
BE0001948	酰基载体蛋白
BE0001588	生物钟蛋白KaiB
BE0001751	组氨酸脱氢酶
BE0003762	cAMP依赖性蛋白激酶抑制剂α
BE0004371	α-淀粉酶G-6
BE0004372	镍结合周质蛋白
BE0004373	碘酪氨酸脱卤酶1
BE0004370	伐昔洛韦水解酶
BE0003065	胞外多聚磷酸酶
BE0003066	保守蛋白
BE0003067	可能巯基过氧化物酶
BE0001826	Caspase-7
BE0001729	基因组多蛋白
BE0003068	内切-β-1,4-木聚糖酶
BE0003069	减少末端木糖释放的exo寡聚糖酶
BE0003071	内切-1,4-β-木聚糖酶
BE0003073	内切-1,4-β-木聚糖酶
BE0002828	内切木聚糖酶
BE0001102	前列腺酸性磷酸酶
BE0001252	UDP-N-乙酰氨基葡萄糖1-羧乙烯基转移酶
BE0003075	双功能蛋白GlmU
BE0004519	α-1,3-甘露糖基糖蛋白2-β-N-乙酰氨基葡萄糖基转移酶
BE0004490	1-磷脂酰肌醇4,5-二磷酸磷酸二酯酶δ-1
BE0004516	拉迪辛
BE0004522	肌醇1,4,5-三磷酸受体1型
BE0001617	2-C-甲基-D-赤藓糖醇2,4-环二磷酸合酶
BE0002073	α-2,3-\/2,8-唾液酸转移酶
BE0001576	嘌呤核苷磷酸化酶
BE0001205	脱氧尿苷5'-三磷酸核苷酸水解酶，线粒体
BE0003078	脱氧尿苷三磷酸酶
BE0003079	Pol多蛋白
BE0002034	核糖体小亚基假尿苷合酶A
BE0001918	尿嘧啶DNA糖苷酶
BE0001925	尿嘧啶DNA糖苷酶
BE0003080	尿嘧啶DNA糖苷酶
BE0003081	嘧啶核苷磷酸化酶
BE0001915	tRNA（cmo5U34）-甲基转移酶
BE0001920	α-木糖苷酶
BE0001926	颗粒溶素
BE0001933	孢子衣多糖生物合成蛋白SpsA
BE0002617	UDP半乳糖4-差向异构酶
BE0001563	双功能P-450\/NADPH-P450还原酶
BE0001924	核糖核酸酶4
BE0001755	β-内酰胺酶Toho-1
BE0001928	天冬氨酸氨甲酰转移酶催化链
BE0002227	CAD蛋白
BE0001927	莽草酸脱氢酶
BE0001681	天冬氨酸半醛脱氢酶
BE0002072	NAD（P）转氢酶β亚单位
BE0002069	3-氧酰基-[酰基载体蛋白]还原酶FabG
BE0003011	脱氢酶\/还原酶SDR家族成员11
BE0003118	氧化还原酶
BE0003119	2,4-二烯丙基辅酶A还原酶，线粒体
BE0003120	氧化还原酶，短链脱氢酶\/还原酶家族
BE0003121	前列腺素F合酶
BE0003122	一般应激蛋白69
BE0003123	双功能蛋白MdtA
BE0003124	乙醇脱氢酶
BE0002618	2,5-二酮-D-葡萄糖酸还原酶A
BE0002574	蛋白质人工晶体
BE0003795	前列腺素还原酶1
BE0003125	乙醇脱氢酶（NADP（+））
BE0003126	NADP依赖性脂肪醛脱氢酶
BE0003127	醛还原酶
BE0001995	胸苷磷酸化酶
BE0002027	AMP核苷酶
BE0004096	HTH型转录调节因子TtgR
BE0009091	KAT8调节性NSL复合物亚单位3
BE0002029	β-内酰胺酶SHV-2
BE0001722	甲醛活化酶
BE0001746	可溶性钙激活核苷酸酶1
BE0003107	2-酮基-3-脱氧葡萄糖酸激酶
BE0002207	细胞周期蛋白依赖激酶9
BE0002212	细胞周期素依赖激酶6
BE0002224	细胞周期蛋白依赖激酶8
BE0001139	肿瘤坏死因子受体超家族成员1A
BE0001236	类固醇δ异构酶
BE0001813	细胞分裂蛋白FtsZ
BE0004419	脯氨酰内肽酶
BE0003128	胸苷酸合酶
BE0001549	N-（5'-磷酸核糖基）邻氨基苯甲酸异构酶
BE0001558	色氨酸生物合成蛋白TrpCF
BE0002076	烯胺\/亚胺脱氨酶
BE0001803	N、 N'-二乙酰基二糖特异性磷酸转移酶IIB组分
BE0003129	谷氨酸脱羧酶α
BE0003130	DevB蛋白
BE0001980	胞苷脱氨酶
BE0003131	1-吡咯啉-5-羧酸脱氢酶
BE0002032	亚精胺\/腐胺结合周质蛋白
BE0004567	泛酸合成酶
BE0001562	调节蛋白TenI
BE0003133	二氢蝶酸合酶
BE0001974	二氢蕨酸合酶1
BE0003134	高亲和力cGMP特异性3'，5'-环磷酸二酯酶9A
BE0002397	富林
BE0004039	辛基转移酶
BE0004040	推测的非特征蛋白tcp14
BE0002929	PpcA
BE0004054	乳酸脱氢酶
BE0001817	吖啶黄抗药性蛋白B
BE0004055	细胞色素c氧化酶亚单位1
BE0004056	细胞色素c氧化酶亚基2
BE0003135	几丁质酶
BE0000946	血小板碱性蛋白
BE0001149	脱氧尿嘧啶合酶
BE0003137	DUTPase
BE0001977	热核酸酶
BE0001936	假性人格素
BE0003138	β-内酰胺酶B类VIM-2
BE0003139	核糖5-磷酸异构酶B
BE0002135	组织蛋白酶L1
BE0002760	甲基天冬氨酸解氨酶
BE0003140	1-半胱氨酸过氧化物酶氧还蛋白
BE0003141	肽去甲酰化酶
BE0003142	高尔基体相关植物致病相关蛋白1
BE0003143	谷氨酰胺酰胺转移酶Ⅰ类
BE0003144	肽去甲酰化酶
BE0001970	脱氧核苷酸单磷酸激酶
BE0001705	M期诱导磷酸酶2
BE0003145	蛋白酶抑制剂I4
BE0001973	尿嘧啶磷酸核糖转移酶
BE0001938	干扰素刺激基因20kDa蛋白
BE0001956	奥罗替丁5'-磷酸脱羧酶
BE0001963	尿嘧啶磷酸核糖转移酶
BE0001574	4-二磷酸胞苷基-2-C-甲基-D-赤藓糖醇激酶
BE0001630	吡甲酰-[酰基载体蛋白]甲酯酯酶
BE0002041	磷脂酶A1
BE0003166	ATP磺酰化酶（硫酸腺苷酸转移酶）
BE0003167	5'-氟-5'-脱氧腺苷合酶
BE0003168	纤维
BE0002857	锌-α-2-糖蛋白
BE0003170	纤维
BE0000912	石蒜碱-1-α
BE0001992	内切N-乙酰神经氨酸酶
BE0001978	血凝素神经氨酸酶
BE0001971	dTDP-4-脱氢血红蛋白还原酶
BE0001629	尿卟啉原脱羧酶
BE0003171	4-氯苯甲酰辅酶A连接酶
BE0002816	包膜糖蛋白gp160
BE0001989	可能多糖脱乙酰酶PdaA
BE0001648	唾液酸结合Ig样凝集素7
BE0001819	脱水奎尼酸脱氢酶3
BE0003173	B-N-乙酰己糖胺酶
BE0002590	dTDP葡萄糖4,6-脱水酶
BE0001740	dTDP葡萄糖4,6-脱水酶
BE0005540	甾醇调节元件结合蛋白1
BE0004330	[丙酮酸脱氢酶[脂酰胺]]激酶同工酶3，线粒体
BE0004331	毒力传感器组氨酸激酶PhoQ
BE0004794	胸苷酸合酶1
BE0001676	核苷脱氧核糖转移酶
BE0001646	组织蛋白酶
BE0001731	生物素合酶
BE0004052	依赖ATP的脱硫鸟嘌呤合成酶BioD
BE0003889	蛋白激酶C iota型
BE0001598	氧化甾醇受体LXRβ
BE0001976	氯邻苯二酚1,2-双加氧酶
BE0003176	非血红素氯过氧化物酶
BE0003177	羟基喹啉1,2-双加氧酶
BE0003178	复制蛋白
BE0001744	3-甲基-2-氧代丁酸羟甲基转移酶
BE0003179	肝细胞核因子4-γ
BE0003180	脂质结合蛋白
BE0003181	运输蛋白颗粒复合物亚基3
BE0003182	脂肪酸结合蛋白TM_1468
BE0003601	α-乳清蛋白
BE0003183	脱氧胞苷酸5-羟甲基转移酶
BE0001725	D-海因酶
BE0001733	β-内酰胺酶OXA-1
BE0001775	左旋海因酶
BE0001715	D-海因酶
BE0003184	水解酶
BE0001268	HTH型转录调节因子QacR
BE0001795	组氨酸-tRNA连接酶
BE0001829	3-羟基癸酰-[酰基载体蛋白]脱水酶
BE0004016	3-羟基癸酰-[酰基载体蛋白]脱水酶
BE0001495	含铜亚硝酸盐还原酶
BE0002075	硫醇：二硫键交换蛋白DsbC
BE0003186	33kDa伴侣蛋白
BE0003187	游离蛋氨酸-R-亚砜还原酶
BE0002626	鸟氨酸环脱氨酶
BE0003188	O-乙酰-ADP-核糖脱乙酰酶
BE0004638	ADP核糖基化因子样蛋白3
BE0003189	β-内酰胺酶
BE0003190	3-脱氧-D-甘露基辛酮酸8-磷酸磷酸酶KdsC
BE0003191	致命（3）恶性脑肿瘤样蛋白1
BE0003192	核糖核酸酶Z
BE0004641	Peroxiredoxin-6
BE0003193	假想滑动蛋白
BE0003194	脯氨酰内肽酶
BE0004481	肺表面活性物质相关蛋白A1
BE0002762	锰过氧化氢酶
BE0004634	干扰素诱导型GTPase 5
BE0001783	L-岩藻糖异构酶
BE0001982	脯氨酸亚氨基肽酶
BE0009979	造血干细胞综述
BE0003196	钙激活钾通道亚单位β-2
BE0001743	脱水奎尼酸脱氢酶3
BE0003730	一种具有血小板反应蛋白基序5的去整合素和金属蛋白酶
BE0003172	嘌呤核苷酸磷酸化酶，推定
BE0004152	吲哚-3-丙酮酸脱羧酶
BE0004316	假定的非特征蛋白质
BE0004317	细菌溶素生物合成蛋白
BE0004318	可能的分支变位酶
BE0001702	酪氨酸酚裂解酶
BE0004123	酪氨酸酚裂解酶
BE0004061	预苯酸脱氢酶
BE0001851	酸性细胞色素c3
BE0000985	连环蛋白β-1
BE0001990	亚砜还原酶催化亚基YedY
BE0009974	二氢叶酸还原酶
BE0004454	磷酸甘油酸激酶1
BE0003197	假定的糖激酶
BE0003115	类驱动蛋白KIF1A
BE0001943	磷酸泛乙烯腺苷酸转移酶
BE0001958	磷酸泛乙烯腺苷酸转移酶
BE0002049	2-氨基-3-酮丁酸辅酶A连接酶
BE0003782	TGF-β受体1型
BE0004463	Serpin B3
BE0003198	头部装饰蛋白
BE0001820	mRNA封盖酶
BE0001994	抗肿瘤抗生素C-1027载脂蛋白
BE0001862	胞嘧啶脱氨酶
BE0001324	L-乳酸脱氢酶
BE0001945	D-乳酸脱氢酶
BE0001659	Pur操纵子阻遏子
BE0000877	C反应蛋白
BE0004471	附睾精子结合蛋白1
BE0001964	γ溶血素组分B
BE0004792	RNA定向RNA聚合酶lambda-3
BE0001597	共聚体亚单位γ-1
BE0001585	DNA修复蛋白XRCC4
BE0001618	肽蛋氨酸亚砜还原酶MsrA
BE0001965	脂质A棕榈酰转移酶PagP
BE0004185	β-内酰胺酶SHV-1
BE0001987	二价阳离子耐受蛋白CutA
BE0001959	衣壳支架蛋白
BE0001962	酪氨酸-tRNA连接酶
BE0004369	酪氨酸-tRNA连接酶
BE0002927	线粒体亚硫酸盐氧化酶
BE0003199	垂体腺苷酸环化酶激活肽
BE0001663	D-阿洛糖结合周质蛋白
BE0001724	血凝素神经氨酸酶
BE0001946	唾液酸酶
BE0002809	表面蛋白A
BE0003202	麦芽淀粉酶
BE0001852	类驱动蛋白KIF11
BE0001636	脂肪酶
BE0001173	细胞色素b5
BE0001812	黄嘌呤磷酸核糖转移酶
BE0001798	GTPase对象
BE0001849	甘露糖6-脱氢酶
BE0003878	基因组多蛋白
BE0003343	基因组多蛋白
BE0004262	D-氨基酸酰胺酶
BE0001470	维生素B12转运体BtuB
BE0004169	大肠杆菌素E3
BE0001780	甲基丙二酰辅酶A羧基转移酶12S亚单位
BE0001937	硫代硫酸盐硫转移酶
BE0003204	没食子酸甲酯环化酶
BE0003205	PPH
BE0001776	死亡相关蛋白激酶1
BE0001822	3-甲基-2-氧代丁酸羟甲基转移酶
BE0001742	2-异丙基苹果酸合酶
BE0001589	乙酰谷氨酸激酶
BE0001949	乙酰谷氨酸激酶
BE0001713	菌毛蛋白
BE0001863	铁（3+）二硝酸盐转运蛋白FecA
BE0001726	核糖体循环因子
BE0004028	核糖体循环因子
BE0003207	天冬氨酸转氨酶
BE0003208	蛋氨酸γ裂解酶
BE0003209	胱硫醚γ合酶
BE0003210	酪氨酸转氨酶
BE0004607	脱氧核糖磷酸醛缩酶
BE0001797	脱氧核糖磷酸醛缩酶
BE0001642	Xaa前氨肽酶
BE0001695	烟酸核苷酸腺苷酸转移酶
BE0001768	依赖NH（3）的NAD（+）合成酶
BE0001657	DNA-3-甲基腺嘌呤糖苷酶1
BE0004076	钙\/钙调蛋白依赖性蛋白激酶Ⅱ型亚单位α
BE0004573	泛素样修饰激活酶1
BE0001735	伸长系数Tu-B
BE0001628	核糖-5-磷酸异构酶A
BE0004541	谷胱甘肽S-转移酶θ-2
BE0001834	可能的GTP结合蛋白EngB
BE0001453	RNA定向RNA聚合酶
BE0004602	Rho相关GTP结合蛋白Rho
BE0001791	基因组多蛋白
BE0004594	GTP结合蛋白Rheb
BE0001814	GTP环水解酶1
BE0001693	钼辅助因子鸟苷基转移酶
BE0001763	鸟氨酸脱羧酶，诱导型
BE0001843	Ras相关蛋白Rap-2a
BE0003854	细胞色素c1，血红素蛋白，线粒体
BE0000938	细胞色素b
BE0001005	细胞色素b-c1复合物亚单位1，线粒体
BE0003855	细胞色素b-c1复合物亚单位2，线粒体
BE0003856	细胞色素b-c1复合物亚单位6，线粒体
BE0003857	细胞色素b-c1复合物亚单位8
BE0003858	线粒体细胞色素b-c1复合物亚单位Rieske
BE0003860	细胞色素b-c1复合物亚单位7
BE0003861	细胞色素b-c1复合物亚基9
BE0000176	琥珀酸脱氢酶[泛醌]黄素蛋白亚单位，线粒体
BE0002254	琥珀酸脱氢酶[泛醌]铁硫亚单位，线粒体
BE0002257	琥珀酸脱氢酶细胞色素b560亚单位，线粒体
BE0001610	长链脂肪酸转运蛋白
BE0002038	酰基辅酶A硫代酯酶2
BE0003952	反应中心蛋白L链
BE0003953	反应中心蛋白M链
BE0003954	反应中心蛋白H链
BE0004162	细胞色素c氧化酶亚单位1-β
BE0004163	细胞色素c氧化酶亚基2
BE0004164	Ig kappa链V-I区Bi
BE0004165	Ig重链V-III区VH26
BE0003849	光合反应中心细胞色素c亚基
BE0003850	反应中心蛋白H链
BE0003851	反应中心蛋白L链
BE0003852	反应中心蛋白M链
BE0004166	德斯林
BE0004167	细胞色素c2
BE0004168	核因子红系2相关因子1
BE0004170	Fe（3+）-pyochelin受体
BE0003971	外膜蛋白W
BE0004173	大肠杆菌素
BE0004174	Cofilin-1
BE0003936	外膜蛋白G
BE0003977	外膜usher蛋白PapC
BE0004175	N-乙酰神经氨酸外膜通道蛋白NanC
BE0004176	反应中心蛋白H链
BE0004177	反应中心蛋白L链
BE0004178	反应中心蛋白M链
BE0004179	外膜蛋白II
BE0004180	青霉素结合蛋白2
BE0004181	TraO蛋白
BE0004182	TraF蛋白
BE0004183	转运蛋白
BE0004184	外膜孔蛋白，OprD家族
BE0004551	羧基末端结构域RNA聚合酶II多肽A小磷酸酶1
BE0001662	糖磷酸酶
BE0001793	6,7-二甲基-8-三硝基肼合酶2
BE0001767	6,7-二甲基-8-三硝基脲嗪合酶
BE0003211	醯化胺基酸消旋酶
BE0001112	杀菌通透性增强蛋白
BE0001781	Gag-Pol多蛋白
BE0001673	脂蛋白MxiM
BE0004113	脂蛋白MxiM
BE0004114	GrlR
BE0004192	脱氢酶\/还原酶SDR家族成员4-like 2
BE0001860	组氨酸-tRNA连接酶
BE0001993	溶菌酶
BE0005300	cGMP门控阳离子通道α-1
BE0003787	双特异性蛋白磷酸酶23
BE0003840	线粒体ATP合酶亚单位α
BE0003841	线粒体ATP合酶β亚单位
BE0003842	线粒体ATP合酶亚单位γ
BE0004327	3-羟基异丁基辅酶A水解酶，线粒体
BE0003757	3-羟酰基-[酰基载体蛋白]脱水酶FabZ
BE0004328	丝氨酸\/苏氨酸蛋白激酶17B
BE0004966	肌动蛋白，细胞质1
BE0009017	真核翻译起始因子3亚单位F
BE0009018	热休克相关70kDa蛋白2
BE0009019	就像2
BE0009020	剪接因子3B亚基3
BE0005461	CCAAT\/增强子结合蛋白β
BE0009374	磷脂膜
BE0001952	假天青素
BE0002048	外膜蛋白X
BE0002043	外膜蛋白A
BE0001633	孔蛋白
BE0001570	外膜蛋白F
BE0003972	粘附素
BE0003973	孔蛋白P
BE0003974	蛋白D
BE0003975	孔蛋白
BE0003976	钒酸多孔蛋白OpdK
BE0003978	TbuX
BE0003979	参与芳烃降解的膜蛋白
BE0003980	可能的外膜蛋白
BE0003981	假设保守蛋白质
BE0003982	酯酶EstA
BE0001968	α裂解蛋白酶
BE0002040	单链DNA结合蛋白
BE0001960	脂肪酸过氧化酶
BE0001482	β-内酰胺酶
BE0001983	4-羟基四氢二吡啶还原酶
BE0002930	细胞色素c过氧化物酶
BE0004625	肝细胞生长因子调节的酪氨酸激酶底物
BE0003253	侵入素
BE0002953	内含子相关内切酶1
BE0003254	短尾纤维蛋白
BE0003255	N5羧氨基咪唑核糖核苷酸变位酶
BE0003256	50S核糖体蛋白L4
BE0003257	羧肽酶B
BE0003258	六角体蛋白
BE0003259	β-果糖糖苷酶
BE0003260	推测的严格饥饿蛋白A
BE0003261	RNA 3'-末端磷酸环化酶
BE0003262	包含A家族成员1的Pleckstrin同源结构域
BE0003263	铁结合周质蛋白
BE0003264	信号识别粒子受体
BE0002611	烟酸核苷酸腺苷酸转移酶
BE0003265	氮利用物质蛋白B同系物
BE0003267	核糖核苷二磷酸还原酶β亚单位
BE0002555	谷氨酰胺合成酶1
BE0002757	漆酶结构域蛋白YfiH
BE0003268	核糖-5-磷酸异构酶A
BE0002545	GMP合酶[谷氨酰胺水解]
BE0004443	肌苷三磷酸焦磷酸酶
BE0003269	溶菌酶
BE0003270	甘油摄取操纵子抗终末调节蛋白
BE0003271	3-羧基顺式，顺式粘液酸环异构酶
BE0003272	丙酮酸脱羧酶
BE0009973	金属β-内酰胺酶2型
BE0003346	钙蛋白酶-1催化亚单位
BE0001699	3-异丙基苹果酸脱氢酶
BE0001709	脱氧胞苷脱氨酶
BE0002045	甘氨酸甜菜碱结合周质蛋白
BE0001940	D-核糖结合周质蛋白
BE0001942	D-核糖吡喃聚糖酶
BE0003525	组蛋白脱乙酰酶7
BE0004351	3-氧酰基-[酰基载体蛋白]合酶1
BE0001645	肽去甲酰化酶2
BE0002535	肽去甲酰化酶
BE0003873	肽去甲酰化酶
BE0003874	肽去甲酰化酶1
BE0003875	肽去甲酰化酶2
BE0003876	肽去甲酰化酶
BE0003877	肽去甲酰化酶
BE0002201	肽去甲酰化酶，线粒体
BE0001848	GTPase Der
BE0001756	甘露糖基水解酶
BE0004636	真核翻译起始因子2亚基3
BE0004491	鸟嘌呤核苷酸结合蛋白G（i）亚单位α-1
BE0001710	Ras相关蛋白Rab-9A
BE0004535	ADP核糖基化因子样蛋白1
BE0004559	GTP结合核蛋白
BE0004485	Ras相关蛋白Rab-7a
BE0004448	真核肽链释放因子GTP结合亚单位ERF3A
BE0001190	转化蛋白
BE0003277	ADP核糖基化因子4
BE0001035	蛋白质谷氨酰胺γ谷氨酰转移酶2
BE0004562	Ras相关蛋白Ral-A
BE0003279	伸长系数Tu
BE0004627	ADP核糖基化因子样蛋白5B
BE0003280	GTPase（Rab6）
BE0003281	核苷二磷酸激酶B
BE0003282	甘露糖4,6-脱水酶
BE0003283	核糖体生物发生
BE0004633	GTP结合蛋白SAR1b
BE0003284	ADP核糖基化因子样蛋白5A
BE0001837	磷酸烯醇式丙酮酸羧化酶
BE0004117	甲硫氨酸氨基肽酶1
BE0003285	细菌视紫红质
BE0005530	磷脂酰肌醇3,4,5-三磷酸3-磷酸酶和双特异性蛋白磷酸酶PTEN
BE0001759	3-磷莽草酸1-羧乙烯基转移酶
BE0001685	调节蛋白E2
BE0003286	IAG核苷水解酶
BE0010046	含PI-PLC X结构域的蛋白质3
BE0004604	乳糖神经酰胺α-2,3-唾液酸转移酶
BE0001216	苹果酸合酶G
BE0001761	异柠檬酸裂解酶
BE0001689	核糖核酸酶活性的可能调节因子
BE0003287	自诱导2结合蛋白LsrB
BE0001690	脱水奎尼酸脱氢酶3
BE0004523	胆盐激活脂肪酶
BE0001951	乌头酸水合酶2
BE0001824	双特异性蛋白激酶CLK1
BE0002417	蛋白激酶Cδ型
BE0001602	尿囊酸氨基水解酶
BE0003288	黄原胶裂解酶
BE0001774	烯醇基-[酰基载体蛋白]还原酶[NADH]FabI
BE0003289	ATP依赖性蛋白酶ATP酶亚单位HslU
BE0004549	肾上腺素B型受体2
BE0003111	TrwB
BE0004572	过渡性内质网ATP酶
BE0004624	瞬时受体电位阳离子通道亚家族M成员7
BE0004554	T-复合蛋白1亚单位γ
BE0003290	棒状决定蛋白MreB
BE0003291	伴侣蛋白
BE0003292	II型分泌系统蛋白E
BE0003293	传感器蛋白PhoQ
BE0003294	DNA拓扑异构酶4亚基B
BE0003295	半乳糖激酶
BE0003084	蛋白质RecA
BE0002412	DNA修复蛋白RAD51同源物1
BE0003296	钾转运ATP酶B链
BE0002079	渗透压传感器蛋白EnvZ
BE0001565	DNA错配修复蛋白MutL
BE0004622	类驱动蛋白KIF2C
BE0003931	6-磷酸果糖-2-激酶\/果糖-2,6-双磷酸酶4
BE0001858	氨基糖苷3'-磷酸转移酶
BE0001939	乳糖渗透
BE0003297	尼玛相关蛋白
BE0004555	蝶呤-4-α-甲醇胺脱水酶
BE0001582	γ-氨基丁醛脱氢酶
BE0001841	新卡菌素
BE0001941	传感器组氨酸激酶
BE0003309	甲状旁腺激素
BE0004514	肝细胞核因子1-α
BE0001620	5-甲基四氢翼酰三谷氨酸盐——同型半胱氨酸甲基转移酶
BE0003310	5-甲基四氢叶酸S-同型半胱氨酸甲基转移酶
BE0003365	胸苷激酶
BE0001664	4-α-葡聚糖转移酶
BE0004489	肌球蛋白-11
BE0003311	50S核糖体蛋白L27
BE0003312	有机抗过氧化氢蛋白
BE0003164	不饱和葡萄糖醛酸水解酶
BE0003313	环吡喃蝶呤单磷酸合酶
BE0003314	C蛋白α抗原
BE0000170	线粒体肽甲硫氨酸亚砜还原酶
BE0003315	伴侣蛋白TorD
BE0003316	Axin-1
BE0004132	NADPH：铁氧还蛋白还原酶
BE0004133	酰基载体蛋白
BE0004134	生物素生物合成细胞色素P450
BE0001738	谷氨酸半胱氨酸连接酶
BE0002769	推测的ATP依赖性Clp蛋白酶蛋白水解亚单位，线粒体
BE0004072	香叶基香叶基转移酶2型亚单位α
BE0004073	香叶基基转移酶2型β亚基
BE0003921	捕光蛋白B-800\/820α链
BE0003922	捕光蛋白B-800\/820β链
BE0004082	HLA I类组织相容性抗原，B-27α链
BE0003815	呼吸硝酸还原酶1α链
BE0003816	呼吸硝酸还原酶1β链
BE0003817	呼吸硝酸还原酶1γ链
BE0004083	蛋白S100-G
BE0004084	红霉素
BE0004085	甲硫酰-tRNA甲酰转移酶
BE0004086	δ溶血素
BE0004087	多泛素C
BE0004088	阿特
BE0004089	可能的L-抗坏血酸-6-磷酸乳糖酶UlaG
BE0004090	免疫球蛋白G结合蛋白G
BE0009999	β-半乳糖苷酶
BE0003318	卤代醇脱卤酶
BE0004333	半乳糖凝集素-9
BE0001569	基因组多蛋白
BE0002813	基因组多蛋白
BE0001714	3-脱氧甘露辛酸胞苷酰转移酶
BE0000934	C-X-C基序趋化因子10
BE0004568	羧肽酶D
BE0003305	酯酶EstB
BE0001611	双功能PGK\/TIM
BE0000656	肌钙蛋白I，心肌
BE0001758	卟啉原脱氨酶
BE0004374	几丁质酶
BE0001975	反西格玛F因子拮抗剂
BE0003007	内切-1,4-β-木聚糖酶Y
BE0004632	丝氨酸\/苏氨酸蛋白激酶TAO2
BE0003319	钾电压门控通道亚家族C成员4
BE0004445	母亲们反对十瘫同系物2
BE0003320	磷酸载体蛋白
BE0004630	甘露聚糖结合凝集素丝氨酸蛋白酶2
BE0003321	糖基转移酶
BE0002817	糖基转移酶GtfA
BE0001845	Serpin B5
BE0003322	dTDP-4-脱氢血红蛋白酶3,5-差向异构酶
BE0004579	排序nexin-3
BE0003324	转录抗终止剂LicT
BE0003325	3-甲基天冬氨酸解氨酶
BE0009096	C型凝集素结构域家族4成员E
BE0001736	透明质酸裂解酶
BE0003326	褐藻酸裂解酶
BE0002376	氯通道蛋白
BE0003538	UDP葡萄糖醛酸转移酶1-9
BE0001622	N-酰基神经氨酸胞苷酰转移酶
BE0001635	CDP-副糖2-差向异构酶
BE0001566	14kDa脂肪酸结合蛋白
BE0001981	δ-氨基乙酰丙酸脱水酶
BE0001621	唾液酸酶
BE0002047	肌苷-5'-单磷酸脱氢酶
BE0002080	次黄嘌呤磷酸核糖转移酶
BE0003329	假定的非特征蛋白质
BE0003330	谷氨酰胺肽环转移酶
BE0003331	甲烷单加氧酶组分Aα链
BE0003332	羟甲基戊二酰辅酶A裂解酶，线粒体
BE0003333	3-羟基邻氨基苯甲酸-3,4-双加氧酶
