C0000786	['流产（自然流产）']
C2900536	['其他骨质疏松症，目前是病理性骨折，左小腿，随后遇到骨折不愈合']
C2900537	['其他骨质疏松症，目前有病理性骨折，左小腿，后来遇到骨折畸形愈合']
C2900538	['其他骨质疏松症，目前病理性骨折，左小腿，后遗症']
C2900539	['目前患有病理性骨折的其他骨质疏松症，未指明小腿']
C2900540	['其他骨质疏松症，目前有病理性骨折，未指明小腿，最初遇到骨折']
C2900541	['其他骨质疏松症，目前有病理性骨折，未指明小腿，随后遇到骨折常规愈合']
C2900542	['其他骨质疏松症，目前有病理性骨折，未指明小腿，后来遇到骨折延迟愈合']
C2900543	['其他骨质疏松症，目前有病理性骨折，未指明小腿，后来遇到骨折不愈合']
C2900544	['其他骨质疏松症，目前有病理性骨折，未指明小腿，随后出现骨折畸形愈合']
C2900545	['其他骨质疏松症，目前病理性骨折，未指明小腿，后遗症']
C2900546	['其他骨质疏松症，目前病理性骨折，脚踝和脚']
C2900547	['目前患有病理性骨折的其他骨质疏松症，右脚踝和脚']
C2900548	['目前患有病理性骨折的其他骨质疏松症，右脚踝和右脚，最初遇到骨折']
C2900549	['其他骨质疏松症，目前有病理性骨折，右脚踝和脚，随后遇到骨折常规愈合']
C2900550	['其他骨质疏松症，目前有病理性骨折，右脚踝和脚，随后遇到骨折延迟愈合']
C2900551	['其他骨质疏松症，目前为病理性骨折，右脚踝和脚，随后因骨折不愈合而出现']
C2900552	['其他骨质疏松症，目前有病理性骨折，右脚踝和脚，后来遇到骨折畸形愈合']
C2900553	['目前患有病理性骨折的其他骨质疏松症，右脚踝和脚，后遗症']
C2900554	['其他骨质疏松症，目前病理性骨折，左脚踝和脚']
C2900555	['其他骨质疏松症，目前为病理性骨折，左脚踝和足部，最初遇到骨折']
C2900556	['其他骨质疏松症，目前病理性骨折，左脚踝和脚，随后遇到骨折常规愈合']
C2900557	['其他骨质疏松症，目前病理性骨折，左脚踝和脚，随后遇到骨折延迟愈合']
C2900558	['其他骨质疏松症，目前病理性骨折，左脚踝和足部，随后遇到骨折不愈合']
C2900559	['其他骨质疏松症，目前病理性骨折，左脚踝和足部，随后遇到骨折畸形愈合']
C2900560	['其他骨质疏松症，目前病理性骨折，左脚踝和脚，后遗症']
C2900561	['其他骨质疏松症，目前病理性骨折，未指明踝关节和足部']
C2900562	['其他骨质疏松症，目前有病理性骨折，未指明踝关节和足部，最初遇到骨折']
C2900563	['其他骨质疏松症，目前有病理性骨折，未指明踝关节和足部，随后遇到骨折，常规愈合']
C2900564	['其他骨质疏松症，目前有病理性骨折，未指明踝关节和足部，后来遇到骨折延迟愈合']
C2900565	['其他骨质疏松症，目前为病理性骨折，未指明踝关节和足部，随后因骨折不愈合而出现']
C2900566	['其他骨质疏松症，目前为病理性骨折，未指明踝关节和足部，随后因骨折畸形愈合而出现']
C2900567	['其他骨质疏松症，目前病理性骨折，未指明踝关节和足部，后遗症']
C2900568	['其他骨质疏松症伴当前病理性骨折，脊椎（e）']
C2900569	['目前患有病理性骨折的其他骨质疏松症，脊椎（e），骨折的最初遭遇']
C2900570	['其他骨质疏松症，目前病理性骨折，脊椎（e），随后遇到骨折常规愈合']
C2900571	['其他骨质疏松症，目前病理性骨折，脊椎（e），随后遇到骨折延迟愈合']
C2900572	['其他骨质疏松症，目前病理性骨折，脊椎（e），随后遇到骨折不愈合']
C2900573	['其他骨质疏松症，目前病理性骨折，椎体（e），随后遇到骨折畸形愈合']
C2900574	['目前患有病理性骨折的其他骨质疏松症、脊椎（e）、后遗症']
C2900576	['无病理性骨折的更年期骨质疏松症']
C2900577	['无病理性骨折的绝经后骨质疏松症']
C2900578	['无病理性骨折的老年性骨质疏松症']
C2900580	['药物性骨质疏松症无病理性骨折']
C2900581	['无病理性骨折的特发性骨质疏松症']
C2900582	['无病理性骨折的废用性骨质疏松症']
C2900583	['无病理性骨折的创伤后骨质疏松症']
C2900585	['术后吸收不良性骨质疏松症无病理性骨折']
C2900586	['其他无病理性骨折的骨质疏松症']
C2900587	['成人术后吸收不良性骨软化症']
C2900589	['应力性骨折，未指明部位，首次遇到骨折']
C2900595	['肩部应力性骨折（诊断）']
C2900596	['右肩应力性骨折（诊断）']
C2900597	['应力性骨折，右肩，初次骨折']
C2900600	['应力性骨折，右肩，骨折后不愈合']
C2900602	['应力性骨折，右肩，后遗症']
C2900603	['左肩应力性骨折（诊断）']
C2900604	['应力性骨折，左肩，初次骨折']
C2900605	['应力性骨折，左肩，骨折后常规愈合']
C2900606	['左肩应力性骨折，骨折延迟愈合']
C2900607	['应力性骨折，左肩，骨折后不愈合']
C2900611	['应力性骨折，未指明肩关节，初次骨折']
C2900614	['应力性骨折，未指明肩关节，随后出现骨折不愈合']
C2900615	['应力性骨折，未指明肩部，随后因骨折畸形愈合']
C2900621	['应力性骨折，右肱骨，骨折延迟愈合']
C2900622	['应力性骨折，右肱骨，骨折后不愈合']
C2900630	['应力性骨折，左肱骨，随后骨折畸形愈合']
C2900634	['应力性骨折，未指明肱骨，随后遇到骨折，常规愈合']
C2900636	['应力性骨折，未指明肱骨，随后出现骨折不愈合']
C2900640	['应力性骨折，右尺骨，初次骨折']
C2900641	['应力性骨折，右尺骨，骨折后常规愈合']
C2900642	['右尺骨应力性骨折，骨折延迟愈合']
C2900643	['右尺骨应力性骨折，骨折不愈合']
C2900644	['右尺骨应力性骨折，骨折畸形愈合']
C2900645	['应力性骨折，右尺骨，后遗症']
C2900647	['应力性骨折，左尺骨，初次骨折']
C2900648	['应力性骨折，左尺骨，骨折后常规愈合']
C2900649	['左尺骨应力性骨折，随后骨折延迟愈合']
C2900650	['左尺骨应力性骨折，骨折不愈合']
C2900651	['左尺骨应力性骨折，骨折畸形愈合']
C2900652	['应力性骨折，左尺骨，后遗症']
C2900654	['应力断裂，右半径，断裂的初始接触']
C2900655	['应力性骨折，右桡骨，骨折后常规愈合']
C2900656	['右桡骨应力性骨折，骨折延迟愈合']
C2900657	['应力性骨折，右桡骨，骨折不愈合的后续遭遇']
C2900658	['应力性骨折，右桡骨，骨折畸形愈合']
C2900659	['应力性骨折，右桡骨，后遗症']
C2900661	['应力性骨折，左桡骨，初次骨折']
C2900662	['应力性骨折，左桡骨，骨折后常规愈合']
C2900663	['左桡骨应力性骨折，骨折延迟愈合']
C2900664	['应力性骨折，左桡骨，骨折不愈合的后续遭遇']
C2900665	['左桡骨应力性骨折，骨折畸形愈合']
C2900666	['应力性骨折，左桡骨，后遗症']
C2900667	['尺骨和桡骨应力性骨折']
C2900668	['应力性骨折，未指明尺骨和桡骨，初次骨折']
C2900669	['应力性骨折，未指明尺骨和桡骨，随后遇到骨折并进行常规愈合']
C2900670	['应力性骨折，未指明尺骨和桡骨，随后遇到骨折延迟愈合']
C2900671	['应力性骨折，未指明尺骨和桡骨，随后出现骨折不愈合']
C2900672	['应力性骨折，未指明尺骨和桡骨，随后骨折畸形愈合']
C2900673	['应力性骨折，未指明尺骨和桡骨，后遗症']
C2900674	['手和手指应力性骨折']
C2900678	['右手应力性骨折，骨折延迟愈合']
C2900679	['右手应力性骨折，骨折不愈合']
C2900681	['应力性骨折，右手，后遗症']
C2900686	['左手应力性骨折，骨折不愈合']
C2900688	['应力性骨折，左手，后遗症']
C2900689	['手部应力性骨折']
C2900691	['应力性骨折，未指明的手，随后遇到骨折并常规愈合']
C2900694	['应力性骨折，未指明的手，随后遇到骨折畸形愈合']
C2900696	['右手手指应力性骨折']
C2900697	['应力性骨折，右手手指，初次骨折']
C2900703	['左手指应力性骨折']
C2900707	['应力性骨折，左手手指，骨折不愈合']
C2900708	['应力性骨折，左手手指，随后骨折畸形愈合']
C2900711	['应力性骨折，未指明手指，初次骨折']
C2900713	['应力性骨折，未指明手指，随后出现骨折延迟愈合']
C2900716	['应力性骨折，无名指，后遗症']
C2900717	['骨盆和股骨应力性骨折']
C2900719	['应力性骨折，骨盆，骨折后常规愈合']
C2900723	['应力性骨折，骨盆，后遗症']
C2900728	['应力性骨折，右股骨，骨折后骨不连']
C2900729	['应力性骨折，右股骨，骨折畸形愈合']
C2900732	['应力性骨折，左股骨，初次骨折']
C2900733	['应力性骨折，左股骨，骨折后常规愈合']
C2900736	['应力性骨折，左股骨，骨折畸形愈合']
C2900740	['应力性骨折，未指明股骨，随后遇到骨折，常规愈合']
C2900741	['应力性骨折，未指明股骨，随后遭遇骨折延迟愈合']
C2900743	['应力性骨折，未指明股骨，随后出现骨折畸形愈合']
C2900744	['应力性骨折，未指明股骨，后遗症']
C2900746	['应力性骨折，髋部，未指明，初次骨折']
C2900747	['应力性骨折，髋部，未指明，骨折后常规愈合']
C2900754	['应力性骨折，右胫骨，初次骨折']
C2900757	['应力性骨折，右胫骨，骨折后骨不连']
C2900759	['应力性骨折，右胫骨，后遗症']
C2900763	['应力性骨折，左胫骨，骨折延迟愈合']
C2900765	['应力性骨折，左胫骨，骨折畸形愈合']
C2900766	['应力性骨折，左胫骨，后遗症']
C2900768	['应力性骨折，右腓骨，初次骨折']
C2900769	['应力性骨折，右腓骨，骨折后常规愈合']
C2900772	['应力性骨折，右腓骨，骨折畸形愈合']
C2900773	['应力性骨折，右腓骨，后遗症']
C2900777	['应力性骨折，左腓骨，骨折延迟愈合']
C2900778	['应力性骨折，左腓骨，骨折后骨不连']
C2900779	['应力性骨折，左腓骨，骨折畸形愈合']
C2900781	['应力性骨折，未指明胫骨和腓骨']
C2900785	['应力性骨折，未指明的胫骨和腓骨，随后出现骨折不愈合']
C2900786	['应力性骨折，未指明的胫骨和腓骨，随后出现骨折畸形愈合']
C2900788	['脚踝、脚和脚趾应力性骨折']
C2900792	['应力性骨折，右脚踝，骨折延迟愈合']
C2900793	['应力性骨折，右脚踝，骨折后不愈合']
C2900795	['应力性骨折，右脚踝，后遗症']
C2900798	['应力性骨折，左脚踝，骨折后常规愈合']
C2900799	['应力性骨折，左脚踝，随后遭遇骨折延迟愈合']
C2900804	['应力性骨折，未指定踝关节，初次骨折']
C2900806	['应力性骨折，未指明踝关节，随后遭遇骨折延迟愈合']
C2900809	['应力性骨折，未指明脚踝，后遗症']
C2900815	['右脚应力性骨折，骨折畸形愈合']
C2900816	['应力性骨折，右脚，后遗症']
C2900820	['左脚应力性骨折，骨折延迟愈合']
C2900824	['足部应力性骨折']
C2900825	['应力性骨折，未指明的脚，最初遇到骨折']
C2900826	['应力性骨折，未指明的脚，随后遇到骨折，常规愈合']
C2900828	['应力性骨折，未指明的足部，随后出现骨折不愈合']
C2900829	['应力性骨折，未指明的脚，随后骨折畸形愈合']
C2900831	['右脚指骨应力性骨折（紊乱）']
C2900833	['应力性骨折，右脚趾，随后遇到骨折，常规愈合']
C2900834	['应力性骨折，右脚趾，骨折延迟愈合']
C2900836	['应力性骨折，右脚趾，随后骨折畸形愈合']
C2900838	['左足趾应力性骨折']
C2900840	['左脚脚趾应力性骨折，随后在常规愈合的情况下发生骨折']
C2900846	['应力性骨折，未指明脚趾，初次骨折']
C2900849	['应力性骨折，未指明脚趾，随后出现骨折不愈合']
C2900854	['应力性骨折，其他部位，骨折后常规愈合']
C2900856	['应力性骨折，其他部位，随后遇到骨折不愈合']
C2900857	['应力性骨折，其他部位，随后骨折畸形愈合']
C2900858	['应力性骨折，其他部位，后遗症']
C2900859	['病理性骨折，未指明部位']
C2900860	['病理性骨折，未指明部位，骨折的最初遭遇']
C2900861	['病理性骨折，未指明部位，骨折后常规愈合']
C2900862	['病理性骨折，未指明部位，随后遇到骨折延迟愈合']
C2900863	['病理性骨折，未指明部位，随后出现骨折不愈合']
