C0000742	阿贝尔森白血病病毒###ET###MSH [SEP] 阿贝尔森白血病病毒###PT###CSP [SEP] 阿贝尔森小鼠白血病病毒###EQ###NCBI [SEP] 阿贝尔森小鼠白血病病毒###ET###CSP [SEP] 阿贝尔森小鼠白血病病毒###MH###MSH [SEP] 阿贝尔森小鼠白血病病毒###PT###NCI [SEP] 阿贝尔森小鼠白血病病毒###SCN###NCBI [SEP] 阿贝尔森病毒###ET###CSP [SEP] 白血病病毒###PM###MSH [SEP] 阿贝尔森白血病病毒###PM###MSH
C3584274	红耳滑块腺病毒###SCN###NCBI
C3584275	黄腹腺病毒###SCN###NCBI
C3584551	蝙蝠戊型肝炎病毒###EQ###NCBI [SEP] 蝙蝠肝炎病毒###SCN###NCBI
C3584581	细小病毒AC-2012###SCN###NCBI
C3584729	心脏地带病毒（生物体）###FN###SNOMEDCT_US [SEP] 心脏地带病毒###PT###SNOMEDCT_US
C3585124	裸臂沼虾病毒CN-SL2011###SCN###NCBI
C3585622	卡帕托克病毒###SCN###NCBI
C3585623	Torque teno-sus病毒3###EQ###NCBI [SEP] Torque teno-sus病毒k2###SCN###NCBI
C3585624	羔羊痘病毒###SCN###NCBI
C3585693	菜豆严重卷叶病毒###SCN###NCBI
C3586132	分支杆菌噬菌体Chy1###SCN###NCBI
C3586418	基库奇松毛虫核型多角体病毒###SCN###NCBI
C3586420	印度巴豆黄脉花叶病毒###SCN###NCBI
C3586421	辣椒曲叶瓦拉纳西病毒###SCN###NCBI
C3586530	美洲商陆花叶病毒###NM###MSH [SEP] 美洲商陆花叶病毒###SCN###NCBI
C3587026	根瘤菌etli噬菌体RHEph10###EQ###NCBI [SEP] 根瘤菌噬菌体RHEph10###SCN###NCBI
C3587253	大豆褪绿斑点病毒###SCN###NCBI
C3587262	古尔迪安雀圆环病毒###SCN###NCBI
C3587381	葡萄藤病毒F###SCN###NCBI
C3587393	大豆轻度斑点副逆转录病毒###EQ###NCBI [SEP] 大豆普特南病毒###SCN###NCBI
C3587447	鸭黄病毒LG/01/11###SCN###NCBI [SEP] 鸭黄病毒LG/01/11株###EQ###NCBI
C3587522	蝙蝠多瘤病毒###SCN###NCBI
C3587526	人冠状病毒RdRp-18###SCN###NCBI
C3587822	人冠状病毒RdRp-22###SCN###NCBI
C3587823	人冠状病毒RdRp-25###SCN###NCBI
C3587824	人冠状病毒RdRp-33###SCN###NCBI
C3587825	人冠状病毒RdRp-39###SCN###NCBI
C3587826	人cosavirus RdRp-58###SCN###NCBI
C3587827	人冠状病毒RdRp-59###SCN###NCBI
C3587828	人冠状病毒RdRp-74###SCN###NCBI
C3587829	人cosavirus RdRp-86###SCN###NCBI
C3587830	人cosavirus RdRp-91###SCN###NCBI
C3587831	人cosavirus RdRp-94###SCN###NCBI
C3587832	人cosavirus RdRp-97###SCN###NCBI
C3587833	人cosavirus RdRp-99###SCN###NCBI
C3587834	人冠状病毒RdRp-125###SCN###NCBI
C3588000	假单胞菌噬菌体JBD24###SCN###NCBI
C3588001	假单胞菌噬菌体JBD30###SCN###NCBI
C3588002	假单胞菌噬菌体JBD5###SCN###NCBI
C3588003	假单胞菌噬菌体JBD88a###SCN###NCBI
C3588004	巨细胞病毒OSGIV-HN11###SCN###NCBI
C3588005	Betanodavirus GNNV-HN11###SCN###NCBI
C3588724	尼泊尔病毒###SCN###NCBI
C3588728	毕加索病毒A###SCN###NCBI
C3588729	毕加索病毒B###SCN###NCBI
C3588730	毕加索病毒C###SCN###NCBI
C3588731	Secalivirus###SCN###NCBI
C3588732	衰老病毒###SCN###NCBI
C3588733	尼弗拉病毒###SCN###NCBI
C3589312	蝙蝠冠状病毒加蓬/292/2009###SCN###NCBI
C3589313	蝙蝠冠状病毒加蓬/390/2009###SCN###NCBI
C3589314	蝙蝠冠状病毒加蓬/391/2009###SCN###NCBI
C3589315	蝙蝠冠状病毒CAR/P 25/2009###SCN###NCBI
C3589316	蝙蝠冠状病毒CAR/P 31/2009###SCN###NCBI
C3589317	蝙蝠黄病毒贝林加GB09 219###SCN###NCBI
C3589318	蝙蝠黄病毒贝林加GB09 934###SCN###NCBI
C3589319	蝙蝠黄病毒RC E.franqueti P 19###SCN###NCBI
C3589320	蝙蝠黄病毒RC E.franqueti P 21###SCN###NCBI
C3589436	Bhendi黄脉相关花叶病毒###SCN###NCBI
C3589490	闭塞性睑外翻病毒###SCN###NCBI
C3589507	噬菌体SfI###EQ###NCBI [SEP] 肠杆菌噬菌体SfI###SCN###NCBI
C3589509	假单胞菌噬菌体JBD25###SCN###NCBI
C3589511	乳酸杆菌噬菌体ATCC 8014-B1###EQ###NCBI [SEP] 乳酸杆菌噬菌体ATCC8014###EQ###NCBI [SEP] 植物乳杆菌噬菌体ATCC 8014-B1###EQ###NCBI [SEP] 乳酸杆菌病毒ATCC8014###SCN###NCBI
C3589518	大肠杆菌噬菌体KBNP21###EQ###NCBI [SEP] 大肠杆菌噬菌体KBNP21###SCN###NCBI
C3589519	大肠杆菌噬菌体KBNP135###EQ###NCBI [SEP] 大肠杆菌噬菌体KBNP135###SCN###NCBI
C3589520	无乳链球菌噬菌体LYGO9###EQ###NCBI [SEP] 噬菌体LYGO9链球菌###SCN###NCBI
C3589521	无乳链球菌噬菌体JX01###EQ###NCBI [SEP] 噬菌体JX01链球菌###SCN###NCBI
C3589571	多萝西分支杆菌噬菌体###EQ###NCBI [SEP] 多萝西分支杆菌噬菌体###EQ###NCBI [SEP] 多萝西分枝杆菌病毒###SCN###NCBI
C3589572	雷贝卡分支杆菌噬菌体###EQ###NCBI [SEP] 雷贝卡噬菌体分枝杆菌###EQ###NCBI [SEP] 丽贝卡分枝杆菌病毒###SCN###NCBI
C3589823	锡拉副阿米萨呼肠孤病毒###SCN###NCBI
C3589845	熊果酸伽马蛇病毒1###SCN###NCBI [SEP] 熊疱疹病毒1###EQ###NCBI
C3590402	密冠介孔虫疱疹病毒###SCN###NCBI
C3590408	菜豆褪绿病毒###SCN###NCBI
C3590409	菜豆褪绿花叶病毒###SCN###NCBI
C3590410	Dalechampia褪绿花叶病毒###SCN###NCBI
C3590411	曼陀罗叶变形病毒###SCN###NCBI
C3590462	桑树病毒1型###SCN###NCBI
C3590506	Fig类花叶病毒JPTV-2012###SCN###NCBI
C3590554	噬蓝聚球藻###SCN###NCBI
C3590611	甜菜夜蛾iflavirus 2###SCN###NCBI
C3590612	卡萨星状病毒###SCN###NCBI
C3590613	奈迪西斯病毒TFN-2012###SCN###NCBI
C3590854	马拉卡病毒###SCN###NCBI
C3590945	巴米尼病毒###SCN###NCBI
C3590946	尼米尼病毒###SCN###NCBI
C3590947	肝炎病毒###SCN###NCBI
C3591173	不动杆菌噬菌体phiAC-1###SCN###NCBI
C3591174	酸性硫杆菌噬菌体AcaML1###SCN###NCBI
C3591303	库蚊Y病毒###SCN###NCBI [SEP] 库蚊内阿米巴病毒Y病毒###EQ###NCBI
C3591391	水痘病毒###SCN###NCBI
C3591453	硝化菌噬菌体NrS-1###SCN###NCBI
C3591525	噬菌体BLi_Pp2###SCN###NCBI [SEP] 噬菌体BLi_Pp2###EQ###NCBI
C3591526	芽孢杆菌噬菌体BLi_Pp3###SCN###NCBI [SEP] 噬菌体BLi_Pp3###EQ###NCBI
C3591946	未分类的双生病毒相关α卫星###SCN###NCBI
C3591948	木薯马赛克卫星###SCN###NCBI
C3591952	番茄卷曲叶Hajipur betasatellite###SCN###NCBI
C3591962	未分类的类ε15病毒###EQ###NCBI [SEP] 未分类ε15样病毒###EQ###NCBI [SEP] 未分类病毒###SCN###NCBI
C3591963	未分类的类phiKZ病毒###EQ###NCBI [SEP] 未分类的Phikzv病毒###SCN###NCBI
C3592192	MX多瘤病毒###SCN###NCBI
C3592314	埃拉特病毒###NM###MSH [SEP] 埃拉特病毒###SCN###NCBI
C3592357	木霉低病毒###SCN###NCBI
C3592691	核盘菌分离病毒1###SCN###NCBI
C3592826	斯库塔病毒###SCN###NCBI
C3592828	索伦多病毒###PEP###MSH [SEP] 索伦多病毒###SCN###NCBI [SEP] 电磁波病毒###PM###MSH
C3592830	恐龙纳病毒###SCN###NCBI
C3592836	水副粘病毒###SCN###NCBI
C3592890	未分类的Deltacoronavirus###SCN###NCBI
C3592891	棒状病毒科###SCN###NCBI
C3592892	克拉瓦病毒###SCN###NCBI
C3592904	泰珀病毒###PEP###MSH [SEP] 泰珀病毒###SCN###NCBI [SEP] 衣壳病毒###PM###MSH
C3592964	格氏小翼病毒副粘病毒###SCN###NCBI
C3592965	灰叶小翼病毒副粘病毒###SCN###NCBI
C3592966	小翼病毒索氏副粘病毒###SCN###NCBI
C3592967	髋臼麻疹副粘病毒###SCN###NCBI
C3592968	棉铃虫副粘病毒###SCN###NCBI
C3592973	拉氏甲疱疹病毒1###SCN###NCBI
C3593155	西番莲病毒PPST 61486###SCN###NCBI
C3593156	足螺旋体部分病毒ptbx-09###SCN###NCBI
C3593207	未分类病毒###SCN###NCBI
C3593208	未分类的德尔塔巴库病毒###SCN###NCBI
C3593213	未分类的动叶乳头瘤病毒###SCN###NCBI
C3593244	未分类Amdoparvovirus###SCN###NCBI [SEP] 未分类Amdovirus###EQ###NCBI
C3593279	牛匈牙利病毒###SCN###NCBI
C3593394	丝瓜叶变形betasatellite###SCN###NCBI
C3593407	未分类内波病毒###SCN###NCBI
C3593408	未分类的伽玛巴库病毒###SCN###NCBI
C3593525	未分类纤毛病毒###SCN###NCBI
C3593539	未分类正反转录病毒亚科###SCN###NCBI
C3593678	高原扁舌草痘病毒###SCN###NCBI
C3593847	蜥蜴卷叶病相关DNAβ###SCN###NCBI
C3594024	哥伦比亚番茄双生病毒###SCN###NCBI
C3594026	未分类的类AHJD病毒###EQ###NCBI [SEP] 未分类P68病毒###EQ###NCBI [SEP] 未分类罗森布鲁姆病毒###SCN###NCBI
C3594151	未分类水痘病毒###SCN###NCBI
C3594319	禽痘病毒株Elsharqyia_PGPV###SCN###NCBI
C3594321	蜻蜓循环病毒###SCN###NCBI
C3594322	蜻蜓轮状病毒###SCN###NCBI
C3594323	蜻蜓环斑病毒###SCN###NCBI
C3594324	蜻蜓相关圆环病毒1###SCN###NCBI [SEP] 蜻蜓环病毒1###EQ###NCBI [SEP] 蜻蜓环病毒###EQ###NCBI
C3594325	蜻蜓相关圆环病毒2###SCN###NCBI [SEP] 蜻蜓环病毒2###EQ###NCBI
C3594326	蜻蜓相关圆环病毒3###SCN###NCBI [SEP] 蜻蜓环病毒3###EQ###NCBI
C3594327	蜻蜓相关圆环病毒4###SCN###NCBI [SEP] 蜻蜓环病毒4###EQ###NCBI
C3594328	蜻蜓相关圆环病毒5###SCN###NCBI [SEP] 蜻蜓环病毒5###EQ###NCBI
C3594331	蜻蜓相关gemykibivirus 1###SCN###NCBI [SEP] 蜻蜓相关循环病毒1###EQ###NCBI
C3594332	蜻蜓1号###SCN###NCBI
C3594755	镰刀菌甲冠状病毒###SCN###NCBI
C3594757	甲冠状病毒亚扁平肌周炎###SCN###NCBI
C3594820	普罗维登西亚噬菌体###SCN###NCBI
C3594863	肠杆菌噬菌体M###SCN###NCBI
C3594869	Dyothetapapillomavirus 1###SCN###NCBI
C3594891	噬菌体AF###EQ###NCBI [SEP] 假单胞菌噬菌体###SCN###NCBI
C3595030	库蚊源性鼓膜病毒样病毒###SCN###NCBI [SEP] 库蚊鼓膜样病毒###EQ###NCBI [SEP] CuTLV###EQ###NCBI
C3595296	埃特氏盘状多瘤病毒1###SCN###NCBI
C3595297	白化伊蚊多瘤病毒1###SCN###NCBI
C3595298	白化伊蚊多瘤病毒3###SCN###NCBI
C3595299	红尾丝虫多瘤病毒1###SCN###NCBI
C3595300	大猩猩beringei-graueri多瘤病毒1###SCN###NCBI
C3595301	大猩猩大猩猩多瘤病毒2###SCN###NCBI
C3595302	猕猴束状多瘤病毒1###SCN###NCBI
C3595304	泛珠三角珠三角多瘤病毒1###SCN###NCBI
C3595308	泛珠三角verus多瘤病毒6###SCN###NCBI
C3595309	巴迪乌斯毛疣多瘤病毒1###SCN###NCBI
C3595311	红毛滴虫多瘤病毒1###SCN###NCBI
C3595312	猿猴多瘤病毒1###SCN###NCBI
C3595313	Pongo-pygmaeus多瘤病毒1###SCN###NCBI
C3595314	Saimiri sciureus多瘤病毒1###SCN###NCBI
C3595382	芽孢杆菌噬菌体BMBtp2###EQ###NCBI [SEP] 芽孢杆菌噬菌体vB_BtS_BMBtp2###EQ###NCBI [SEP] 苏云金芽孢杆菌噬菌体BMBtp2###EQ###NCBI [SEP] 芽孢杆菌病毒BMBtp2###SCN###NCBI
C3595664	蚊子x病毒###SCN###NCBI
C3595722	禽痘病毒BL-2012###SCN###NCBI
C3596284	未分类托拉多病毒###SCN###NCBI
C3596644	噬菌体链球菌###SCN###NCBI [SEP] 猪链球菌噬菌体###EQ###NCBI
C3596686	未分类的埃塔乳头瘤病毒###SCN###NCBI
C3596688	Avastrovirus 1###SCN###NCBI
C3596689	Avastrovirus 2###SCN###NCBI
C3596690	Avastrovirus 3###NM###MSH [SEP] Avastrovirus 3###SCN###NCBI
C3596697	布鲁格曼病花叶病毒###SCN###NCBI [SEP] 布鲁格曼氏龟叶病毒###EQ###NCBI
C3597292	奥塔利德疱疹病毒4###SCN###NCBI
C3597724	秋葵曲叶病毒###SCN###NCBI
C3598085	勒布朗诺达病毒###SCN###NCBI
C3598294	巨型病毒avenue9###SCN###NCBI
C3598295	巨病毒1###SCN###NCBI
C3598334	Spodoptera豁免核型多角体病毒###SCN###NCBI
C3598902	蝙蝠冠状病毒HKU10###PEP###MSH [SEP] 蝙蝠冠状病毒HKU10###SCN###NCBI [SEP] 蝙蝠冠状病毒###PM###MSH
C3599202	汉坦病毒###SCN###NCBI
C3599203	汉坦病毒###SCN###NCBI
C3599204	Castelo dos Sonhos-2病毒###SCN###NCBI
C3599205	LANV-2汉坦病毒###SCN###NCBI
C3599206	RIOMV-3汉坦病毒###SCN###NCBI
C3599207	RIOMV-4汉坦病毒###SCN###NCBI
C3599620	乌哈尔夫杯状病毒1###SCN###NCBI
C3599622	乌哈尔夫Sapelovirus 1###SCN###NCBI
C3599623	乌哈尔夫Sapelovirus 2###SCN###NCBI
C3599624	乌哈尔夫肠病毒1型###SCN###NCBI
C3599625	乌哈尔夫肠病毒2型###SCN###NCBI
C3599626	乌哈尔夫肠病毒3型###SCN###NCBI
C3599642	葡萄藤病毒###SCN###NCBI
C3599730	分枝杆菌噬菌体优先###SCN###NCBI
C3599743	番茄曲叶秘鲁病毒###SCN###NCBI
C3599788	肠杆菌噬菌体JL1###EQ###NCBI [SEP] 大肠杆菌JL1病毒###SCN###NCBI
C3599798	Sulfolobales墨西哥鲁迪病毒1###SCN###NCBI
C3600037	河豚萨拉里亚betanodavirus###SCN###NCBI
C3600038	鲑小翅目betanodavirus###SCN###NCBI
C3600039	莫龙虎耳草×莫龙金黄冠贝塔病毒###SCN###NCBI
C3600040	Sander lucioperca betanodavirus###SCN###NCBI
C3600092	白斑脉间褪绿病毒###SCN###NCBI
C3600099	博吉尼亚病毒###SCN###NCBI
C3600294	星状病毒VA4###SCN###NCBI
C3600295	星状病毒MLB3###SCN###NCBI
C3600296	利尿剂是A病毒吗###SCN###NCBI
C3600297	利尿剂B型病毒###SCN###NCBI
C3600630	帕雷乔样病毒###SCN###NCBI
C3600631	中国猪星状病毒###SCN###NCBI
C3600753	人肠病毒113###SCN###NCBI
C3600812	大鼠细小病毒NTU1###SCN###NCBI
C3601675	秋葵叶卷曲###SCN###NCBI [SEP] 秋葵激活曲叶病毒相关α卫星###EQ###NCBI
C3601682	噬菌体后壁###SCN###NCBI
C3601683	猪粪便相关环状单链DNA病毒###SCN###NCBI
C3601684	未分类肝炎病毒###SCN###NCBI
C3601685	犬肝炎病毒###SCN###NCBI
C3601792	蜻蜓相关乳腺炎病毒###SCN###NCBI
C3601801	葡萄内生菌α-内生病毒###SCN###NCBI [SEP] 葡萄内生内生病毒###EQ###NCBI
C3601802	杂碱基分体病毒8###SCN###NCBI [SEP] 杂碱基RNA病毒8###EQ###NCBI
C3605735	纳奈病毒###SCN###NCBI
C3605738	猪星状病毒3###SCN###NCBI
C3606374	突尼斯病毒###SCN###NCBI
C3606436	番茄黄叶卷曲###SCN###NCBI
C3606942	菠菜黄脉病毒###SCN###NCBI
C3607065	葡萄病毒###SCN###NCBI
C3607066	葡萄黄病毒###SCN###NCBI
C3607067	葡萄隐性病毒###SCN###NCBI
C3607130	向日葵卷叶病毒betasatellite###SCN###NCBI
C3607132	埃格利病毒###EQ###NCBI [SEP] 鲈鱼病毒###SCN###NCBI [SEP] 鲈鱼弹状病毒###EQ###NCBI
C3608416	禽痘病毒###EQ###NCBI [SEP] 禽痘病毒###SCN###NCBI
C3608702	芽孢杆菌噬菌体Emet###SCN###NCBI
C3608703	利马噬菌体芽孢杆菌###SCN###NCBI
C3608704	噬菌体沙###SCN###NCBI
C3608705	芽孢杆菌噬菌体佐藤###SCN###NCBI
C3608706	噬菌体脚底杆菌###SCN###NCBI
C3608986	红蓟属植物###SCN###NCBI
C3608987	卡纳塔克邦番茄卷曲叶###SCN###NCBI
C3609536	小型蝙蝠冠状病毒/南非/艾琳/2009###SCN###NCBI
C3609537	Mops蝙蝠冠状病毒/南非/1364/2011###SCN###NCBI
C3609538	新罗米西亚蝙蝠冠状病毒/南非/167/2007###SCN###NCBI
C3609565	鼠betaherpesvirus 8###SCN###NCBI [SEP] 鼠疱疹病毒8###EQ###NCBI
C3609814	盐病毒HSTV-2###SCN###NCBI
C3609815	盐病毒HVTV-1###SCN###NCBI
C3610104	肝炎病毒SMKL-2012###SCN###NCBI
C3610327	叶柄蒜头鼓膜病毒###SCN###NCBI
C3611127	丝达睫状体金色花叶病毒###SCN###NCBI
C3611143	雪貂冠状病毒###SCN###NCBI
C3611676	立枯病丝核菌dsRNA病毒1###SCN###NCBI
C3612012	桑树脉带病毒###SCN###NCBI
C3612261	西达黄网病毒###SCN###NCBI
C3612265	西达黄斑病毒###SCN###NCBI
C3612266	西达黄花叶病毒###SCN###NCBI
C3612713	珍珠鸡圆环病毒###SCN###NCBI
C3613621	乙型冠状病毒BtCoV/KW2E-F53/Nyc_spec/GHA/2011###SCN###NCBI
C3613622	乙型冠状病毒BtCoV/KW2E-F82/Nyc_spec/GHA/2011###SCN###NCBI
C3613623	乙型冠状病毒BtCoV/KW2E-F93/Nyc_spec/GHA/2010###SCN###NCBI
C3615333	鱼心肌炎病毒###SCN###NCBI
C3615479	褐飞虱弹状病毒1###SCN###NCBI
C3615480	褐飞虱弹状病毒2###SCN###NCBI
C3615481	褐飞虱弹状病毒3###SCN###NCBI
C3615482	褐飞虱弹状病毒4###SCN###NCBI
C3615483	褐飞虱弹状病毒5###SCN###NCBI
C3615484	科伦纳提尼杆菌弹状病毒1###SCN###NCBI
C3615485	施密德尔尼杆菌弹状病毒1###SCN###NCBI
C3615486	施密德尔尼杆菌弹状病毒2###SCN###NCBI
C3615487	施密德尔尼杆菌弹状病毒3###SCN###NCBI
C3615488	施密德奈特菌弹状病毒4###SCN###NCBI
C3615489	共谋青霉弹状病毒1###SCN###NCBI
C3615490	极光侧耳弹状病毒1###SCN###NCBI
C3615491	萨维弹状病毒1###SCN###NCBI
C3615492	schreibersii小翼弹状病毒1###SCN###NCBI
C3615493	雪貂Rhinolophus ferrumequinum弹状病毒1###SCN###NCBI
C3615494	雪貂Rhinolophus ferrumequinum弹状病毒2###SCN###NCBI
C3615496	大豆157575病毒###SCN###NCBI
C3615497	波顿病毒###SCN###NCBI
C3615498	达卡7292病毒###SCN###NCBI
C3615499	坎纳曼加拉姆病毒###SCN###NCBI
C3615502	马塔里亚病毒###SCN###NCBI
C3615505	浦中病毒###SCN###NCBI
C3615510	阿鲁亚克病毒###SCN###NCBI
C3615511	康涅狄格州病毒###SCN###NCBI
C3615590	柴尔丰多瘤病毒###SCN###NCBI
C3615591	艾多龙多瘤病毒###SCN###NCBI
C3615593	多瘤病毒###SCN###NCBI
C3615595	罗塞特多瘤病毒###SCN###NCBI
C3615618	红麻卷叶甜菜###SCN###NCBI
C3615849	噬菌体PS5###EQ###NCBI [SEP] 假单胞菌噬菌体PS5###SCN###NCBI
C3615898	绿脓杆菌噬菌体H66###EQ###NCBI [SEP] 假单胞菌噬菌体H66###EQ###NCBI [SEP] 假单胞菌病毒H66###SCN###NCBI
C3615924	仙女座芽孢杆菌噬菌体###EQ###NCBI [SEP] 短小芽孢杆菌噬菌体仙女座菌###EQ###NCBI [SEP] 仙女座芽孢杆菌病毒###SCN###NCBI
C3615925	噬菌体卷曲杆菌###EQ###NCBI [SEP] 短小芽孢杆菌噬菌体卷曲###EQ###NCBI [SEP] 卷曲芽孢杆菌病毒###SCN###NCBI
C3615926	噬菌体Eoghan杆菌###EQ###NCBI [SEP] 短小芽孢杆菌噬菌体Eoghan###EQ###NCBI [SEP] 埃奥甘杆菌病毒###SCN###NCBI
C3615927	噬菌体芬杆菌###EQ###NCBI [SEP] 短小芽孢杆菌噬菌体###EQ###NCBI [SEP] 芬兰芽孢杆菌病毒###SCN###NCBI
C3616792	柴尔丰多瘤病毒1###SCN###NCBI
C3616793	Chaerephon多瘤病毒2###SCN###NCBI
C3616796	多瘤病毒3###SCN###NCBI
C3616798	罗塞特多瘤病毒1###SCN###NCBI
C3616799	罗塞特多瘤病毒2###SCN###NCBI
C3617509	BCTIRV-[Siv]卫星DNA###EQ###NCBI [SEP] 甜菜卷曲顶端伊朗病毒-[Siv]卫星DNA###SCN###NCBI
C3617645	葡萄球菌噬菌体StauST398-2###SCN###NCBI
C3617766	噬菌体链球菌1 FT-2013###EQ###NCBI [SEP] 噬菌体链球菌12###SCN###NCBI [SEP] 猪链球菌噬菌体1 FT-2013###EQ###NCBI
C3617767	噬菌体链球菌2 FT-2013###EQ###NCBI [SEP] 噬菌体phiST1链球菌###SCN###NCBI [SEP] 猪链球菌噬菌体2 FT-2013###EQ###NCBI
C3617953	未分类Pospiviroidae###SCN###NCBI
C3617954	大丽花潜伏类病毒###SCN###NCBI [SEP] 大丽花类病毒###EQ###NCBI
C3617979	草履虫小球藻病毒AP110A###SCN###NCBI
C3617980	草履虫小球藻病毒CVB-1###SCN###NCBI
C3617981	草履虫小球藻病毒CVG-1###SCN###NCBI
C3617982	草履虫小球藻病毒CVM-1###SCN###NCBI
C3617983	草履虫小球藻病毒CVR-1###SCN###NCBI
C3617984	草履虫小球藻病毒CZ-2###SCN###NCBI
C3617985	草履虫小球藻病毒Can18-4###SCN###NCBI
C3617986	草履虫小球藻病毒CviKI###SCN###NCBI
C3617987	草履虫小球藻病毒CvsA1###SCN###NCBI
C3617988	草履虫小球藻病毒Fr5L###SCN###NCBI
C3617989	草履虫小球藻病毒IL-3A###SCN###NCBI
C3617990	草履虫小球藻病毒IL-5-2s1###SCN###NCBI
C3617991	草履虫小球藻病毒KS1B###SCN###NCBI
C3617992	草履虫小球藻病毒MA-1D###SCN###NCBI
C3617993	草履虫小球藻病毒MA-1E###SCN###NCBI
C3617994	草履虫小球藻病毒NE-JV-1###SCN###NCBI
C3617995	草履虫小球藻病毒NE-JV-4###SCN###NCBI
C3617996	草履虫小球藻病毒NW665。2.###SCN###NCBI
C3617997	草履虫小球藻病毒NY-2B###SCN###NCBI
C3617998	草履虫小球藻病毒OR0704。2.2###SCN###NCBI
C3617999	草棘球蚴小球藻病毒Br0604L###SCN###NCBI
C3618000	草棘球蚴小球藻病毒Can0610SP###SCN###NCBI
C3618001	草棘球蚴小球藻病毒Canal-1###SCN###NCBI [SEP] 草棘球蚴小球藻病毒Canal1###EQ###NCBI
C3618002	草棘球蚴小球藻病毒GM0701。1.###SCN###NCBI
C3618003	草棘球蚴小球藻病毒MN0810。1.###SCN###NCBI
C3618004	草棘球蚴小球藻病毒MO0605SPH###SCN###NCBI
C3618005	草坪棘球蚴小球藻病毒NE-JV-2###SCN###NCBI [SEP] 草坪棘球蚴小球藻病毒NEJV2###EQ###NCBI
C3618006	草坪棘球蚴小球藻病毒NE-JV-3###SCN###NCBI [SEP] 草坪棘球蚴小球藻病毒NEJV3###EQ###NCBI
C3618007	草棘球蚴小球藻病毒NTS-1###SCN###NCBI [SEP] 草棘球蚴小球藻病毒NTS1###EQ###NCBI
C3618008	草棘球蚴小球藻病毒OR0704。3.###SCN###NCBI
C3618009	草棘球蚴小球藻病毒TN603。4.2###SCN###NCBI
C3618010	草坪棘球蚴小球藻病毒WI0606###SCN###NCBI
C3618019	噬藻体S-BMM1###SCN###NCBI
C3618020	噬藻体S-BMM10###SCN###NCBI
C3618021	噬藻体S-BMM11###SCN###NCBI
C3618022	噬藻体S-BMM12###SCN###NCBI
C3618023	噬藻体S-BMM13###SCN###NCBI
C3618024	噬藻体S-BMM14###SCN###NCBI
C3618025	噬藻体S-BMM15###SCN###NCBI
C3618026	噬藻体S-BMM16###SCN###NCBI
C3618027	噬藻体S-BMM17###SCN###NCBI
C3618028	噬藻体S-BMM19###SCN###NCBI
C3618029	噬藻体S-BMM2###SCN###NCBI
C3618030	噬藻体S-BMM20###SCN###NCBI
C3618031	噬藻体S-BMM21###SCN###NCBI
C3618032	噬藻体S-BMM22###SCN###NCBI
C3618033	噬藻体S-BMM23###SCN###NCBI
C3618034	噬藻体S-BMM24###SCN###NCBI
C3618035	噬藻体S-BMM25###SCN###NCBI
C3618036	噬藻体S-BMM26###SCN###NCBI
C3618037	噬藻体S-BMM27###SCN###NCBI
C3618038	噬藻体S-BMM28###SCN###NCBI
C3618039	噬藻体S-BMM29###SCN###NCBI
C3618040	噬藻体S-BMM3###SCN###NCBI
C3618041	噬藻体S-BMM30###SCN###NCBI
C3618042	噬藻体S-BMM31###SCN###NCBI
C3618043	噬藻体S-BMM32###SCN###NCBI
C3618044	噬藻体S-BMM33###SCN###NCBI
C3618045	噬藻体S-BMM35###SCN###NCBI
C3618046	噬藻体S-BMM36###SCN###NCBI
C3618047	噬藻体S-BMM37###SCN###NCBI
C3618048	噬藻体S-BMM38###SCN###NCBI
C3618049	噬藻体S-BMM39###SCN###NCBI
C3618050	噬藻体S-BMM4###SCN###NCBI
C3618051	噬藻体S-BMM40###SCN###NCBI
C3618052	噬藻体S-BMM41###SCN###NCBI
C3618053	噬藻体S-BMM42###SCN###NCBI
C3618054	噬藻体S-BMM43###SCN###NCBI
C3618055	噬藻体S-BMM44###SCN###NCBI
C3618056	噬藻体S-BMM45###SCN###NCBI
C3618057	噬藻体S-BMM46###SCN###NCBI
C3618058	噬藻体S-BMM47###SCN###NCBI
C3618059	噬藻体S-BMM48###SCN###NCBI
C3618060	噬藻体S-BMM49###SCN###NCBI
C3618061	噬藻体S-BMM5###SCN###NCBI
C3618062	噬藻体S-BMM51###SCN###NCBI
C3618063	噬藻体S-BMM6###SCN###NCBI
C3618064	噬藻体S-BMM7###SCN###NCBI
C3618065	噬藻体S-BMM8###SCN###NCBI
C3618066	噬藻体S-BMM9###SCN###NCBI
C3618067	噬藻体S-LIM1###SCN###NCBI
C3618068	噬藻体S-LIM2###SCN###NCBI
C3618069	噬藻体S-LIM3###SCN###NCBI
C3618070	噬藻体S-LIM4###SCN###NCBI
C3618071	噬藻体S-LIM5###SCN###NCBI
C3618072	噬藻体S-LIM6###SCN###NCBI
C3618073	噬藻体S-LIM7###SCN###NCBI
C3618074	噬藻体S-RIM100###SCN###NCBI
C3618075	噬藻体S-RIM101###SCN###NCBI
C3618076	噬藻体S-RIM102###SCN###NCBI
C3618077	噬藻体S-RIM103###SCN###NCBI
C3618078	噬藻体S-RIM104###SCN###NCBI
C3618079	噬藻体S-RIM105###SCN###NCBI
C3618080	噬藻体S-RIM106###SCN###NCBI
C3618081	噬藻体S-RIM107###SCN###NCBI
C3618082	噬藻体S-RIM108###SCN###NCBI
