C0000727	['急腹症']
C2128033	['右第四脚趾跖趾关节感觉不稳定（症状）']
C2128034	['右第四脚趾尖关节感觉不稳定']
C2128035	['右脚第四脚趾的下倾关节感觉不稳定']
C2128036	['右小脚趾关节感觉不稳定（症状）']
C2128037	['右小脚趾跖趾关节感觉不稳定（症状）']
C2128038	['右小脚趾尖关节感觉不稳定']
C2128039	['右小脚趾的下倾关节感觉不稳定']
C2128040	['左拇趾关节感觉不稳定（症状）']
C2128041	['左大脚趾MTP关节感觉不稳定']
C2128042	['左拇趾指间关节感觉不稳定（症状）']
C2128043	['左第二脚趾关节感觉不稳定（症状）']
C2128044	['左第二脚趾MTP关节感觉不稳定']
C2128045	['左第二脚趾尖关节感觉不稳定']
C2128046	['左第二脚趾的下倾关节感觉不稳定']
C2128047	['左中趾关节感觉不稳定（症状）']
C2128048	['左中趾MTP关节感觉不稳定']
C2128049	['左中趾尖关节感觉不稳定']
C2128050	['左中趾下倾关节感觉不稳定']
C2128051	['左第四脚趾关节感觉不稳定（症状）']
C2128052	['左第四脚趾MTP关节感觉不稳定']
C2128053	['左第四脚趾尖关节感觉不稳定']
C2128054	['左脚第四脚趾感觉不稳定']
C2128055	['左小脚趾关节感觉不稳定（症状）']
C2128056	['左小脚趾MTP关节感觉不稳定']
C2128057	['左小脚趾尖关节感觉不稳定']
C2128058	['左脚小脚趾的下倾关节感觉不稳定']
C2128059	['右脚脚趾关节感觉松动（症状）']
C2128060	['右大脚趾关节感觉松弛（症状）']
C2128061	['右大脚趾跖趾关节感觉松脱（症状）']
C2128062	['右拇趾指间关节感觉松弛（症状）']
C2128063	['右第二脚趾关节感觉松动（症状）']
C2128064	['右第二脚趾跖趾关节感觉松脱（症状）']
C2128065	['右第二脚趾的小关节感觉松了']
C2128066	['右第二脚趾的下倾关节感觉松脱']
C2128067	['右中趾关节感觉松弛（症状）']
C2128068	['右中趾跖趾关节感觉松脱（症状）']
C2128069	['右中趾尖关节感觉松脱']
C2128070	['右中趾下倾关节感觉松脱']
C2128071	['右第四脚趾关节感觉松动（症状）']
C2128072	['右第四脚趾跖趾关节感觉松脱（症状）']
C2128073	['右第四脚趾的小关节感觉松了']
C2128074	['右脚第四脚趾的下倾关节感觉松脱']
C2128075	['右小脚趾关节感觉松动（症状）']
C2128076	['右小脚趾跖趾关节感觉松脱（症状）']
C2128077	['右小脚趾的小关节感觉松了']
C2128078	['右小脚趾的下倾关节感觉松脱']
C2128079	['左脚脚趾关节感觉松动（症状）']
C2128080	['左拇趾关节感觉松弛（症状）']
C2128081	['左大脚趾感觉松脱']
C2128082	['左拇趾指间关节感觉松弛（症状）']
C2128083	['左第二脚趾关节感觉松动（症状）']
C2128084	['左第二脚趾MTP感觉松弛']
C2128085	['左第二脚趾感觉松了']
C2128086	['左脚第二脚趾的下倾关节感觉松脱']
C2128087	['左中趾关节感觉松弛（症状）']
C2128088	['左中趾MTP感觉松弛']
C2128089	['左中脚趾感觉松了']
C2128090	['左中脚趾的下倾关节感觉松脱']
C2128091	['左第四脚趾关节感觉松动（症状）']
C2128092	['左第四脚趾MTP感觉松脱']
C2128093	['左脚第四脚趾感觉松了']
C2128094	['左脚第四脚趾的下倾关节感觉松脱']
C2128095	['左小脚趾关节感觉松动（症状）']
C2128096	['左小脚趾感觉松脱']
C2128097	['左脚小脚趾松了']
C2128098	['左脚小脚趾的下倾关节感觉松脱']
C2128099	['右脚脚趾关节感觉“错位”（症状）']
C2128100	['右大脚趾的脚趾关节感觉“错位”（症状）']
C2128101	['右大脚趾跖趾关节感觉“错位”（症状）']
C2128102	['右脚大脚趾指间关节感觉“错位”（症状）']
C2128103	['右第二脚趾的脚趾关节感觉“错位”（症状）']
C2128104	['右第二脚趾跖趾关节感觉“错位”（症状）']
C2128105	['右第二脚趾的小关节感觉“不合适”']
C2128106	['右第二脚趾的下倾关节感觉“不合适”']
C2128107	['右中脚趾的脚趾关节感觉“错位”（症状）']
C2128108	['右中趾跖趾关节感觉“错位”（症状）']
C2128109	['右中脚趾的小关节感觉“不合适”']
C2128110	['右中脚趾的下倾关节感觉“不合适”']
C2128111	['右第四脚趾的脚趾关节感觉“错位”（症状）']
C2128112	['右第四脚趾跖趾关节感觉“错位”（症状）']
C2128113	['右第四脚趾的小关节感觉“不合适”']
C2128114	['右第四脚趾的下倾关节感觉“不合适”']
C2128115	['右小脚趾的脚趾关节感觉“错位”（症状）']
C2128116	['右小脚趾跖趾关节感觉“错位”（症状）']
C2128117	['右小脚趾的小关节感觉“不合适”']
C2128118	['右小脚趾的下陷关节感觉“不合适”']
C2128119	['左脚脚趾关节感觉“错位”（症状）']
C2128120	['左脚大脚趾的脚趾关节感觉“错位”（症状）']
C2128121	['左大脚趾MTP感觉“不合适”']
C2128122	['左大拇指指间关节感觉“错位”（症状）']
C2128123	['左脚第二脚趾的脚趾关节感觉“错位”（症状）']
C2128124	['左第二脚趾MTP感觉“不合适”']
C2128125	['左二趾皮普感觉“不合适”']
C2128126	['左脚第二脚趾的下倾关节感觉“不合适”']
C2128127	['左中脚趾的脚趾关节感觉“错位”（症状）']
C2128128	['左中脚趾MTP感觉“不合适”']
C2128129	['左中脚趾尖感觉“不合适”']
C2128130	['左中脚趾的下倾关节感觉“不合适”']
C2128131	['左第四脚趾的脚趾关节感觉“错位”（症状）']
C2128132	['左第四脚趾MTP感觉“不合适”']
C2128133	['左四趾皮普感觉“不合适”']
C2128134	['左脚第四脚趾的下倾关节感觉“不合适”']
C2128135	['左脚小脚趾的脚趾关节感觉“错位”（症状）']
C2128136	['左小脚趾MTP感觉“不合适”']
C2128137	['左小脚趾皮普感觉“不合适”']
C2128138	['左脚小脚趾的下陷关节感觉“不合适”']
C2128139	['前臂麻木（症状）']
C2128140	['突然出现肩关节疼痛（症状）']
C2128141	['肩关节疼痛加剧（症状）']
C2128142	['正常运动后肩关节疼痛感觉更好（症状）']
C2128143	['随着活动时间的延长，肩关节疼痛逐渐加重']
C2128144	['右前臂疼痛与受伤不成比例（症状）']
C2128145	['左前臂疼痛与受伤不成比例（症状）']
C2128146	['肘关节疼痛首次出现在夜间（症状）']
C2128147	['肩关节疼痛首次出现在夜间（症状）']
C2128149	['颈部僵硬，尤其是在早上和晚上']
C2128150	['头向后弯曲增加颈部疼痛（症状）']
C2128151	['头部前倾增加颈部疼痛（症状）']
C2128152	['转头增加颈部疼痛（症状）']
C2128153	['缓解颈部疼痛（症状）的因素']
C2128154	['头部前倾可缓解颈部疼痛（症状）']
C2128155	['肩关节疼痛增加（症状）']
C2128156	['将手臂抬高至肩部以上会增加肩关节疼痛（症状）']
C2128157	['伸到背部周围会增加肩关节疼痛（症状）']
C2128158	['手臂横过胸部增加肩关节疼痛（症状）']
C2128159	['伸直手臂会加剧肘关节疼痛']
C2128160	['弯曲手臂使肘关节疼痛加剧']
C2128161	['下背部疼痛随着向前弯曲而加重']
C2128162	['下背部疼痛随着向后弯曲而加剧（症状）']
C2128163	['向右弯曲会加剧下背痛（症状）']
C2128164	['下背部疼痛随着向左弯曲而加重（症状）']
C2128165	['转向时下背部疼痛更严重']
C2128166	['前臂骨痛因举臂而加重（症状）']
C2128167	['举重加重肘关节疼痛（症状）']
C2128168	['上臂骨痛因举重而加重（症状）']
C2128169	['举重增加肩关节疼痛（症状）']
C2128170	['抬举时上背部疼痛加剧（症状）']
C2128171	['站立时大腿骨痛加重（症状）']
C2128172	['跑步时大腿骨痛加重（症状）']
C2128173	['跳跃时大腿骨痛加重（症状）']
C2128174	['站立时小腿骨痛加重（症状）']
C2128175	['跑步时小腿骨痛加重（症状）']
C2128176	['跳跃时小腿骨痛加重（症状）']
C2128177	['站立时脚踝疼痛加剧（症状）']
C2128178	['跑步时脚踝疼痛加剧（症状）']
C2128179	['跳跃时脚踝疼痛加剧（症状）']
C2128180	['站立时脚部骨痛加重（症状）']
C2128181	['跑步时脚部骨痛加重（症状）']
C2128182	['跳跃时脚部骨痛加重（症状）']
C2128183	['站立时脚跟骨痛加重（症状）']
C2128184	['跑步时脚跟骨痛加重（症状）']
C2128185	['跳跃时脚跟骨痛加重（症状）']
C2128186	['休息后肘关节疼痛改善（症状）']
C2128187	['休息后肩关节疼痛改善（症状）']
C2128188	['踝关节疼痛通过休息得到改善（症状）']
C2128189	['持续的颈部疼痛（症状）']
C2128190	['前臂持续性骨痛（症状）']
C2128191	['肘关节疼痛难以缓解']
C2128192	['肘骨疼痛持续（症状）']
C2128193	['持续性肩关节疼痛（症状）']
C2128194	['持续性上背痛（症状）']
C2128195	['持续性腰痛（症状）']
C2128196	['下背痛持续不断']
C2128197	['髋关节深度疼痛持续（症状）']
C2128198	['大腿骨痛持续（症状）']
C2128200	['肌肉抽搐的快速发作']
C2128201	['深褐色阴道分泌物（症状）']
C2128202	['阴道异味（症状）']
C2128204	['体毛过多（症状）']
C2128205	['月经周期周期有规律地不规则']
C2128206	['月经周期不规则']
C2128207	['最后两个周期之间的间隔（天）']
C2128208	['肘部软组织疼痛（症状）']
C2128209	['右肘软组织疼痛（症状）']
C2128210	['右肘内侧表面软组织疼痛（症状）']
C2128211	['右肘外侧软组织疼痛（症状）']
C2128212	['右肘尖软组织疼痛']
C2128213	['左肘软组织疼痛（症状）']
C2128214	['左肘内侧表面软组织疼痛（症状）']
C2128215	['左肘外侧软组织疼痛（症状）']
C2128216	['左肘尖软组织疼痛']
C2128217	['小腿持续性骨痛（症状）']
C2128218	['脚痛难忍']
C2128219	['右前臂疼痛难以定位（症状）']
C2128220	['左前臂疼痛难以定位（症状）']
C2128221	['肘关节疼痛难以定位（症状）']
C2128222	['上臂疼痛难以定位（症状）']
C2128223	['难以定位肩关节疼痛（症状）']
C2128225	['非局限性上背痛']
C2128226	['难以定位腰痛（症状）']
C2128227	['下背部疼痛难以定位（症状）']
C2128230	['皮肤皱纹消失（症状）']
C2128231	['手背皮肤皱纹消失（症状）']
C2128232	['前臂皮肤线缺失（症状）']
C2128233	['右下巴麻木（症状）']
C2128234	['左侧下巴麻木（症状）']
C2128235	['两侧下巴麻木（症状）']
C2128236	['上唇麻木（症状）']
C2128237	['下唇麻木（症状）']
C2128238	['听到腕关节爆裂声（症状）']
C2128239	['右腕发出爆裂声']
C2128240	['左手腕发出爆裂声']
C2128241	['两个手腕都能听到爆裂声']
C2128242	['听到肩关节爆裂声（症状）']
C2128243	['右肩发出爆裂声']
C2128244	['左肩发出爆裂声']
C2128245	['两个肩膀都发出爆裂声']
C2128246	['右膝发出爆裂声']
C2128247	['左膝发出爆裂声']
C2128248	['双膝发出爆裂声']
C2128249	['骨头疼痛手指深，疼痛，不能随休息而消失']
C2128250	['提臂时上臂疼痛（症状）']
C2128251	['上臂下部隆起（症状）']
C2128252	['右上臂下部隆起（症状）']
C2128253	['左上臂下部隆起（症状）']
C2128254	['上臂下部隆起（症状）']
C2128255	['肩部可能会自动脱臼（症状）']
C2128256	['右肩可自行脱臼（症状）']
C2128257	['左肩可自行脱臼（症状）']
C2128258	['双肩可自行脱臼（症状）']
C2128259	['手臂（上部）呈蓝色（发绀）']
C2128260	['右臂发绀（症状）']
C2128261	['左臂发绀（症状）']
C2128262	['双臂（上臂）呈蓝色（发绀）']
C2128263	['突然抽搐后肘关节疼痛']
C2128264	['挤压强度降低（症状）']
C2128276	['食指下侧局部软组织肿胀']
C2128278	['无名指下侧局部软组织肿胀']
C2128279	['小指下侧局部软组织肿胀']
C2128281	['食指下侧局部软组织肿胀']
C2128282	['中指下侧局部软组织肿胀']
C2128283	['无名指下侧局部软组织肿胀']
C2128308	['无法拉直右食指（症状）']
C2128309	['无法拉直右中指尖（症状）']
C2128310	['无法拉直右指环（症状）']
C2128311	['无法伸直右小指尖（症状）']
C2128312	['无法拉直左食指（症状）']
C2128313	['无法伸直左中指尖（症状）']
C2128314	['无法拉直左环指尖（症状）']
C2128315	['无法伸直左小指尖（症状）']
C2128316	['腹股沟隐痛（症状）']
C2128317	['肘关节震颤样感觉（症状）']
C2128318	['右肘关节震颤样感觉（症状）']
C2128319	['从右肘到手的震动感（症状）']
C2128320	['左肘关节震颤样感觉（症状）']
C2128321	['从左肘到手的震动感（症状）']
C2128322	['颈部有震动感']
C2128323	['从脖子到手的震动感（症状）']
C2128324	['从颈部到右手的震动感（症状）']
C2128325	['从颈部到左手的震动感（症状）']
C2128326	['下背部疼痛，如电击般的感觉']
C2128327	['从下背部到右脚的震动感（症状）']
C2128328	['从下背部到左脚的震动感（症状）']
C2128329	['膝关节震颤样感觉（症状）']
C2128330	['右膝关节震颤样感觉（症状）']
C2128331	['从右膝到脚的震动感（症状）']
C2128332	['沿着小腿外侧从右膝到脚的震动感（症状）']
C2128333	['左膝关节震颤样感觉（症状）']
C2128334	['左膝至足部的震动感（症状）']
C2128335	['沿着小腿外侧从左膝到脚的震动感（症状）']
C2128336	['肘关节紧张（症状）']
C2128337	['左前脚背痛']
C2128338	['左前脚内侧背疼']
C2128339	['左前脚中央背疼']
C2128340	['左前脚背外侧疼痛']
C2128341	['左中足背痛']
