C0000742	['阿贝尔森白血病病毒']
C4570913	['角叉藻部分病毒CP-i']
C4570932	['葡萄球菌噬菌体qdsa001']
C4570933	['未分类病毒']
C4570934	['葡萄球菌噬菌体qdsa002']
C4570945	['大肠杆菌噬菌体PHI120']
C4570946	['ceti魏氏菌噬菌体DHT-2018a']
C4570947	['栀子菜分支杆菌噬菌体']
C4570948	['分支杆菌噬菌体金斯利']
C4570952	['假单胞菌噬菌体JG012']
C4570953	['假单胞菌噬菌体JG054']
C4571071	['沙门氏菌噬菌体Stp1']
C4571072	['烟草反照病毒1']
C4571073	['烟草反照病毒2']
C4571074	['烟草反照病毒3']
C4571171	['链球菌噬菌体P0091']
C4571172	['链球菌噬菌体P0092']
C4571173	['链球菌噬菌体P0093']
C4571174	['链球菌噬菌体P0094']
C4571175	['链球菌噬菌体P0095']
C4571176	['链球菌噬菌体P3681']
C4571177	['链球菌噬菌体P3684']
C4571178	['噬菌体P4761链球菌']
C4571179	['噬菌体P5641链球菌']
C4571180	['噬菌体P5651链球菌']
C4571181	['链球菌噬菌体P5652']
C4571182	['噬菌体链球菌P7132']
C4571183	['噬菌体链球菌P7133']
C4571184	['噬菌体链球菌P7134']
C4571185	['噬菌体链球菌P7151']
C4571186	['噬菌体链球菌P7152']
C4571187	['噬菌体P7154链球菌']
C4571188	['噬菌体P7571链球菌']
C4571189	['噬菌体P7572链球菌']
C4571190	['噬菌体链球菌P7573']
C4571191	['噬菌体P7574链球菌']
C4571192	['噬菌体链球菌P7601']
C4571193	['链球菌噬菌体P7602']
C4571194	['噬菌体P7631链球菌']
C4571195	['噬菌体链球菌P7632']
C4571196	['噬菌体链球菌P7633']
C4571197	['噬菌体P7952链球菌']
C4571198	['噬菌体P7953链球菌']
C4571199	['噬菌体P7954链球菌']
C4571200	['噬菌体P7955链球菌']
C4571201	['噬菌体P8921链球菌']
C4571202	['噬菌体P8922链球菌']
C4571203	['噬菌体P9851链球菌']
C4571204	['噬菌体P9852链球菌']
C4571205	['噬菌体链球菌P9853']
C4571206	['噬菌体P9854链球菌']
C4571207	['噬菌体链球菌P9901']
C4571208	['链球菌噬菌体P9902']
C4571209	['链球菌噬菌体P9903']
C4571434	['棒状杆菌噬菌体LGCM-V2']
C4571435	['棒状杆菌噬菌体LGCM-V3']
C4571436	['棒状杆菌噬菌体LGCM-V4']
C4571437	['棒状杆菌噬菌体LGCM-V5']
C4571438	['棒状杆菌噬菌体LGCM-V6']
C4571439	['棒状杆菌噬菌体LGCM-V7']
C4571440	['棒状杆菌噬菌体LGCM-V8']
C4571441	['棒状杆菌噬菌体LGCM-V9']
C4571459	['阿尔门德拉维鲁斯植物园']
C4571460	['巴尔萨·阿尔门德拉维鲁斯']
C4571461	['库特湾阿尔门德拉维鲁斯']
C4571462	['里约奇科·阿尔门德拉维鲁斯']
C4571463	['禽腺病毒。']
C4571574	['Alhagi杆状病毒']
C4571664	['福斯托病毒ST1']
C4572681	['太平洋海岸蜱纳罗病毒']
C4572682	['太平洋海岸蜱病毒']
C4572776	['牛短小核糖核酸病毒']
C4572957	['角质层海胆病毒']
C4573053	['西村利丹特病毒']
C4573054	['克恩峡谷莱丹特病毒']
C4573055	['库拉利巴-莱丹特病毒']
C4573056	['永嘉莱丹病毒']
C4573057	['莱丹特病毒']
C4573058	['武汉莱丹特病毒']
C4573059	['埃尔贡山蝙蝠莱丹特病毒']
C4573060	['库马西-莱丹特病毒']
C4573061	['大田莱丹特病毒']
C4573062	['菲基里尼-莱丹特病毒']
C4573063	['科伦特-莱丹特病毒']
C4573522	['西班牙盐角藻多形性病毒4']
C4573626	['蜂科']
C4573627	['相病毒']
C4573628	['木豆不育性花叶病毒1']
C4573629	['木豆不育性花叶病毒2']
C4573630	['紫荆花黄环斑病毒']
C4573642	['扶桑正汉坦病毒']
C4573646	['正相瘤病毒']
C4573647	['Kigluaik幻影正相瘤病毒']
C4573648	['诺姆幻影正相瘤病毒']
C4573649	['昆虫入侵病毒']
C4573650	['武昌蟑螂正相病毒1型']
C4573651	['武汉蚊子正相病毒1型']
C4573652	['武汉蚊子正相病毒2型']
C4573702	['巴杜病毒']
C4573703	['Phasi Charoen样phasivirus']
C4573705	['五台蚊相病毒']
C4573711	['鱼新哈布多病毒']
C4573712	['诺维哈布多鲑病毒']
C4573726	['柑橘类病毒VII']
C4573754	['大田蜱病毒34']
C4573767	['Delphinid gammaherpesvirus 1']
C4573778	['金黄色葡萄球菌噬菌体vB_Sau_CG']
C4573779	['金黄色葡萄球菌噬菌体vB_Sau_Clo6']
C4573780	['金黄色葡萄球菌噬菌体vB_Sau_S24']
C4573873	['哈拉姆贝噬菌体']
C4573874	['假单胞菌病毒']
C4573875	['假单胞菌病毒KNP']
C4574131	['风铃花脉斑驳病毒']
C4574136	['杰奎蒙特黄脉病毒']
C4574172	['Delphinapterus leucasα疱疹病毒']
C4574173	['白鲸α疱疹病毒']
C4574285	['阿夸特罗维里纳']
C4574286	['Camvirus']
C4574287	['利卡病毒']
C4574288	['海葵病毒']
C4574289	['阿米拉链霉菌病毒']
C4574290	['Aaronocolus链霉菌病毒']
C4574291	['卡利本链霉菌病毒']
C4574292	['链霉菌病毒Danzina']
C4574293	['水螅链霉菌病毒']
C4574294	['链霉菌病毒']
C4574295	['兰尼斯特链霉菌病毒']
C4574296	['链霉菌样病毒']
C4574297	['苏吉达德链霉菌病毒']
C4574298	['泽姆利亚链霉菌病毒']
C4574299	['链霉菌病毒ELB20']
C4574300	['链霉菌病毒R4']
C4574301	['链霉菌病毒phiHau3']
C4574302	['阿卡迪亚病毒']
C4574303	['阿卡迪亚分支杆菌噬菌体']
C4574304	['分枝杆菌病毒']
C4574305	['可繁殖分枝杆菌病毒']
C4574313	['Soto分支杆菌病毒']
C4574631	['分枝杆菌噬菌体旅程13']
C4574634	['噬菌体突袭']
C4574643	['山东分枝杆菌噬菌体1']
C4574651	['缓生根瘤菌噬菌体BDU-MI-1']
C4574653	['噬菌体海滩烧伤杆菌']
C4574655	['大肠杆菌噬菌体ArgO145']
C4574657	['噬菌体烙饼']
C4574665	['小核糖核酸样病毒AWando15']
C4574668	['梭菌噬菌体CPS1']
C4574669	['黄杆菌噬菌体V175']
C4574670	['黄杆菌噬菌体V181']
C4574671	['岛叶硫化菌杆状病毒10']
C4574672	['岛叶硫化菌杆状病毒11']
C4574673	['岛叶硫化菌杆状病毒4']
C4574674	['岛叶硫化菌杆状病毒5']
C4574675	['岛叶硫化菌杆状病毒6']
C4574676	['岛叶硫化菌杆状病毒7']
C4574677	['岛叶硫化菌杆状病毒8']
C4574680	['西奈湖病毒']
C4574681	['西奈湖病毒SA1']
C4574682	['西奈湖病毒SA2']
C4574683	['西奈湖病毒']
C4574684	['布尼亚病毒1']
C4574685	['布尼亚病毒2']
C4574686	['API弹状病毒1']
C4574687	['API弹状病毒2']
C4574688	['双西氏API病毒']
C4574689	['蜜蜂黄病毒']
C4574690	['诺拉病毒']
C4574691	['聚球菌噬菌体S-H35']
C4574692	['支原体噬菌体Zenon']
C4574693	['分枝杆菌噬菌体黑种马']
C4574694	['分枝杆菌噬菌体瘤']
C4574695	['分枝杆菌噬菌体Pippy']
C4574696	['噬菌体紫霾分枝杆菌']
C4574697	['芽孢杆菌噬菌体Carmel_SA']
C4574698	['Negev_SA噬菌体']
C4574699	['噬菌体SNalpha300']
C4574700	['噬菌体Tavor_SA']
C4574702	['黄杆菌噬菌体FCV-11']
C4574703	['黄杆菌噬菌体FCV-3']
C4574707	['噬菌体弧菌JSF1']
C4574709	['噬菌体弧菌JSF11']
C4574711	['噬菌体弧菌JSF13']
C4574712	['噬菌体弧菌JSF14']
C4574713	['噬菌体弧菌JSF15']
C4574714	['噬菌体弧菌JSF17']
C4574715	['噬菌体弧菌JSF18']
C4574716	['噬菌体弧菌JSF2']
C4574717	['噬菌体弧菌JSF20']
C4574718	['噬菌体弧菌JSF23']
C4574719	['噬菌体弧菌JSF24']
C4574720	['噬菌体弧菌JSF28']
C4574721	['噬菌体弧菌JSF30']
C4574722	['噬菌体弧菌JSF31']
C4574723	['噬菌体弧菌JSF32']
C4574724	['噬菌体弧菌JSF33']
C4574725	['噬菌体弧菌JSF34']
C4574726	['噬菌体弧菌JSF35']
C4574727	['噬菌体弧菌JSF36']
C4574728	['噬菌体弧菌JSF5']
C4574729	['噬菌体弧菌JSF6']
C4574730	['噬菌体弧菌JSF9']
C4574734	['丙酸杆菌噬菌体PacnesP1']
C4574735	['丙酸杆菌噬菌体PacnesP2']
C4574768	['Dickeya噬菌体JA15']
C4574769	['迪克亚噬菌体XF4']
C4574839	['柑橘类荆门病毒']
C4574840	['柑橘维加样病毒']
C4574842	['宝石圆病毒。']
C4574850	['环病毒。']
C4575783	['黄杆菌噬菌体FCV-16']
C4575784	['黄杆菌噬菌体V156']
C4575785	['黄杆菌噬菌体V157']
C4575786	['黄杆菌噬菌体V165']
C4575787	['黄杆菌噬菌体V182']
C4575788	['黄杆菌噬菌体VK20']
C4575789	['黄杆菌噬菌体VK42']
C4575790	['黄杆菌噬菌体VK48']
C4575791	['黄杆菌噬菌体VK52']
C4575792	['黄杆菌噬菌体VK58']
C4575793	['黄杆菌噬菌体FCV-20']
C4575896	['黄体新梭球菌有丝分裂病毒1']
C4575898	['未分类DeltaPartitivius病毒']
C4575899	['菠菜deltapartitivirus 1']
C4575900	['菠菜汞齐病毒1']
C4575911	['黄体新梭球菌镰刀菌病毒1']
C4575925	['斑条藻汞齐病毒1']
C4575926	['斑条藻银汞合金病毒2']
C4575998	['大肠杆菌St1病毒']
C4575999	['乌纳维里纳']
C4576002	['大肠杆菌病毒1']
C4576003	['大肠杆菌2型']
C4576004	['悬浮病毒']
C4576005	['EA214病毒']
C4576015	['穆格尔病毒']
C4576016	['柠檬酸杆菌病毒']
C4576017	['柠檬酸杆菌病毒Mordin']
C4576018	['未分类穆格尔病毒']
C4576019	['大肠杆菌病毒HY02']
C4576020	['大肠杆菌病毒TP1']
C4576021	['沙门氏菌病毒FelixO1']
C4576034	['JD18病毒']
C4576035	['克雷伯氏菌JD18病毒']
C4576036	['克雷伯氏菌病毒PKO111']
C4576037	['KP15病毒']
C4576038	['月亮病毒']
C4576044	['肠杆菌病毒Eap3']
C4576045	['克雷伯氏菌KP15病毒']
C4576046	['克雷伯氏菌KP27病毒']
C4576047	['马蒂斯克雷伯氏菌病毒']
C4576048	['克雷伯氏菌病毒']
C4576049	['梅林柠檬酸杆菌病毒']
C4576050	['柠檬酸杆菌病毒']
C4576061	['大肠杆菌病毒phi1']
C4576062	['大肠杆菌病毒RB49']
C4576064	['聚乙二醇病毒D']
C4576065	['聚乙二醇病毒E']
C4576066	['聚乙二醇病毒H']
C4576067	['聚乙二醇病毒J']
C4576068	['聚乙二醇病毒K']
C4576069	['Gemydugui病毒']
C4576070	['Gemygorvirus']
C4576071	['Gemykrog病毒']
C4576072	['Gemykroznavirus']
C4576073	['生殖腺病毒']
C4576074	['杰米冯病毒']
C4576075	['黑鸟相关Gemycyclarv 1']
C4576076	['牛相关生殖循环病毒1']
C4576077	['雀麦相关Gemycocillarvirus 1']
C4576078	['木薯相关根瘤循环病毒1']
C4576079	['山雀相关宝石环病毒1']
C4576080	['鸡相关Gemycocillarvirus 1']
C4576081	['鸡相关gemycocillarvirus 2']
C4576082	['蜻蜓相关Gemycyclarv 1']
C4576083	['马相关生殖循环病毒1']
C4576084	['毛皮海豹相关gemycocillarvirus 1']
C4576085	['Gerygone相关Gemycocillarvirus 1']
C4576086	['Gerygone相关Gemycocillarvirus 2']
C4576087	['Gerygone相关Gemycocillarvirus 3']
C4576088	['金丝桃相关宝石环病毒1']
C4576089	['喇嘛相关Gemycocillarvirus 1']
C4576090	['绿头鸭相关gemycircularvirus 1']
C4576091	['小翼病毒相关的宝石圆病毒1']
C4576092	['猫鼬相关生殖循环病毒1']
C4576093	['蚊子相关的Gemycocillarvirus 1']
C4576094	['蜻蜓相关宝石环病毒1']
C4576095	['蜻蜓相关宝石圆病毒2']
C4576096	['禾本科相关宝石圆病毒1']
C4576097	['猪相关宝石环病毒1']
C4576098	['猪相关生殖循环病毒2']
C4576099	['翼龙相关生殖圆病毒1']
C4576100	['翼龙相关生殖圆病毒2型']
C4576101	['大鼠相关生殖循环病毒1']
C4576102	['污水源性宝石环病毒1']
C4576103	['污水源性生殖循环病毒2']
C4576104	['污水源性生殖循环病毒3']
C4576105	['污水源性生殖循环病毒4']
C4576106	['污水源性宝石环病毒5型']
C4576107	['绵羊相关宝石环病毒1型']
C4576108	['大豆相关根瘤循环病毒1']
C4576109	['人类相关gemyvongvirus 1']
C4576110	['牛相关Gemykrog病毒1']
C4576111	['驯鹿相关gemykrogvirus 1']
C4576112	['污水衍生Gemykrog病毒1']
C4576113	['鸵鸟相关gemytondvirus 1']
C4576114	['兔相关gemykroznavirus 1']
C4576115	['蜻蜓相关Gemydugui病毒1']
C4576119	['犬相关gemygorvirus 1']
C4576120	['绿头鸭相关gemygorvirus 1']
C4576121	['翼龙相关gemygorvirus 1']
C4576122	['污水衍生gemygorvirus 1']
C4576123	['椋鸟相关gemygorvirus 1']
C4576209	['库里病毒']
C4576210	['古董波利斯古董病毒']
C4576211	['虹膜库里病毒']
C4576212	['伊塔卡乌纳斯库里病毒']
C4576213	['罗坎博库里病毒']
C4576214	['SRI病毒']
C4576215	['阿尔姆皮瓦尔集团']
C4576216	['查科病毒']
C4576217	['尼亚卡病毒']
C4576218	['塞纳·马杜雷拉病毒']
C4576219	['斯利普尔病毒']
C4576220	['莴苣大脉病毒']
C4576221	['大麦黄条纹花叶病毒']
C4576222	['莴苣黄斑驳细胞弹状病毒']
C4576223	['北方谷物花叶病毒']
C4576224	['草莓皱褶细胞弹状病毒']
C4576225	['内华达山脉病毒']
C4576226	['佩罗普病毒']
C4576227	['蛹翼龙病毒']
C4576228	['Fri1病毒']
C4576229	['不动杆菌病毒Fri1']
C4576230	['不动杆菌病毒IME200']
C4576231	['不动杆菌病毒Abp1']
C4576232	['不动杆菌病毒phiAB1']
C4576233	['不动杆菌病毒PD6A3']
C4576234	['不动杆菌病毒PDAB9']
C4576235	['不动杆菌病毒AB3']
C4576236	['KP32病毒']
C4576238	['大肠杆菌病毒K30']
C4576239	['克雷伯氏菌K5病毒']
C4576240	['克雷伯菌K11病毒']
C4576241	['克雷伯氏菌KP32病毒']
C4576242	['克雷伯氏菌病毒KpV289']
C4576243	['潘托亚病毒']
C4576244	['利梅泽罗潘托亚病毒']
C4576245	['假单胞菌病毒LKA1']
C4576246	['假单胞菌病毒']
C4576247	['普拉多病毒']
C4576248	['黄单胞菌病毒f20']
C4576249	['黄单胞菌病毒f30']
C4576250	['普拉多木质部病毒']
C4576251	['Erwinia病毒Era103']
C4576252	['大肠杆菌T7病毒']
C4576253	['克鲁维拉病毒Kvp1']
C4576254	['假单胞菌病毒gh1']
C4576359	['玫瑰杆菌噬菌体1 XA-2017']
C4576360	['苜蓿病毒']
C4576373	['B型航空病毒']
C4576374	['航空病毒C']
C4576400	['坎普霍克芽孢杆菌病毒']
C4576402	['猴乳腺腺病毒D']
C4576403	['猴乳腺腺病毒E']
C4576404	['猴乳腺腺病毒F']
C4576405	['猴乳腺腺病毒G']
C4576406	['猴乳腺腺病毒H']
C4576407	['扁桃体腺病毒A']
C4576408	['臭鼬乳腺腺病毒A']
C4576409	['海狮乳腺腺病毒A']
C4576411	['蛭弧菌病毒MH2K']
C4576412	['衣原体噬菌体CPAR39']
C4576413	['人Gokushov病毒']
C4576414	['人肠道Gokushov病毒']
C4576415	['人肠道微虹膜科SH-CHD12']
C4576416	['人肠道微虹膜科SH-CHD8']
C4576417	['大肠杆菌G4病毒']
C4576477	['牛病毒1型']
C4576478	['奇努克鲑鱼病毒1']
C4576483	['球蟒病毒1']
C4576540	['枣黄斑驳中国病毒']
C4576541	['未分类冠状病毒科']
C4576542	['冠状病毒科。']
C4576608	['吻合Clostera颗粒病毒A']
C4576609	['吻合Clostera颗粒病毒B']
C4576649	['奥林分枝杆菌病毒']
C4576662	['巨蝙蝠gammaherpesvirus']
C4576665	['未分类的肉毒杆菌']
C4576666	['肉毒杆菌交链孢病毒1']
C4576710	['贝米西亚相关基因运动病毒AdDF']
C4576711	['Bemisia相关基因运动病毒NfO']
C4576723	['未分类正汉坦病毒']
C4576748	['分枝杆菌病毒Pg1']
C4576749	['萨福克分枝杆菌病毒']
C4577089	['尼氏水蚤cypovirus']
C4577090	['内波病毒。']
C4577093	['爱知病毒E']
C4577094	['爱知病毒F']
C4577095	['Ampivirus A']
C4577096	['氨苄病毒']
C4577127	['甜水支提布罗病毒']
C4577129	['下刚果提布罗病毒']
C4577130	['埃克波马1号提布罗病毒']
C4577131	['Ekpoma 2提布罗病毒']
C4577174	['嗜盐红细胞病毒HRPV-1']
C4577175	['嗜盐红细胞病毒HRPV-2']
C4577176	['嗜盐红细胞病毒HRPV-6']
C4577177	['Haloarcula病毒HHPV-1']
C4577178	['Haloarcula病毒HHPV-2']
C4577179	['原细小病毒。']
C4577180	['盐红病毒HRPV-3']
C4577181	['卤虫病毒HGPV-1']
C4577182	['Haloarcula病毒His2']
C4577185	['乙型肝炎病毒']
C4577186	['肝病毒C']
C4577187	['肝病毒D']
C4577188	['肝病毒E']
C4577189	['肝病毒F']
C4577190	['肝病毒G']
C4577191	['肝病毒H']
C4577192	['肝病毒Ⅰ型']
C4577197	['施密德病毒']
C4577199	['幽门螺杆菌病毒1961P']
C4577200	['幽门螺杆菌病毒KHP30']
C4577201	['幽门螺杆菌病毒KHP40']
C4577202	['大肠杆菌病毒ECML4']
C4577203	['马歇尔沙门氏菌病毒']
C4577204	['沙门氏菌病毒STML131']
C4577205	['沙门氏菌病毒SJ3']
C4577206	['梅纳德沙门氏菌病毒']
C4577207	['沙门氏菌病毒Det7']
C4577208	['大肠杆菌噬菌体Cba120']
C4577217	['辣椒黄矮病毒-墨西哥']
C4577255	['阔叶dock病毒A']
C4577256	['鼠绒毛神经丛甲杆状病毒']
C4577274	['拉尼德疱疹病毒3']
C4577441	['类病毒DNA。']
C4577442	['芽孢杆菌病毒BPS13']
C4577443	['威震天芽孢杆菌病毒']
C4577444	['哈库纳芽孢杆菌病毒']
C4577445	['未分类环状病毒']
C4577446	['6相关环蝙蝠病毒']
C4577447	['蝙蝠相关圆环病毒7']
C4577448	['蝙蝠相关圆环病毒8']
C4577449	['蝙蝠相关环状病毒9']
C4577450	['蝙蝠相关环状病毒10']
C4577451	['蝙蝠相关环状病毒11']
C4577452	['蝙蝠相关环状病毒12']
C4577453	['蝙蝠相关环病毒13']
C4577454	['蝙蝠相关圆环病毒15']
C4577455	['16型环蝙蝠相关病毒']
C4577456	['猫相关圆环病毒1']
C4577457	['马相关圆环病毒1']
C4577458	['松鼠相关圆环病毒1']
C4577459	['人类相关环状病毒11']
C4577501	['大肠杆菌172-1病毒']
C4577502	['大肠杆菌病毒ECB2']
C4577503	['大肠杆菌病毒NJ01']
C4577504	['大肠杆菌Septima11病毒']
C4577505	['大肠杆菌SU10']
C4577546	['大肠杆菌PhaxI病毒']
C4577547	['沙门氏菌病毒SFP10']
C4577548	['沙门氏菌病毒SH19']
C4577551	['沙门氏菌噬菌体Vi01']
C4577552	['志贺菌病毒AG3']
C4577595	['拟态病毒AB-566-O17']
C4582775	['本脉阿多藻虫痘病毒']
C4582776	['蔷薇科昆虫痘病毒']
C4582777	['小白菜病毒']
C4582778	['山药褪绿花叶病毒']
C4582779	['叶蜂科']
C4582780	['双病毒相关三角卫星']
C4582781	['Malvastrum曲叶三角卫星']
C4582782	['Sida金黄色脉三角洲卫星1号']
C4582783	['Sida金黄色脉三角洲卫星2号']
C4582784	['Sida金黄色脉三角洲卫星3号']
C4582785	['甘薯曲叶deltasatellite 1']
C4582786	['甘薯曲叶deltasatellite 2']
C4582787	['甘薯曲叶deltasatellite 3']
C4582788	['番茄曲叶三角卫星']
C4582789	['番茄黄叶畸变deltasatellite 1']
C4582790	['番茄黄叶畸变deltasatellite 2']
C4582980	['野猫分枝杆菌病毒']
C4582981	['分枝杆菌病毒']
C4582982	['紫分枝杆菌病毒']
C4582983	['分枝杆菌病毒U2']
C4582984	['分枝杆菌病毒螺旋体']
C4582985	['分枝杆菌病毒']
C4582986	['鼻甲分枝杆菌病毒']
C4582988	['三叉分枝杆菌病毒']
C4582992	['结核分枝杆菌病毒']
C4582993	['分枝杆菌病毒TM4']
C4582994	['分枝杆菌病毒Timshel']
C4582997	['虎分枝杆菌病毒']
C4582998	['Thibault分枝杆菌病毒']
C4582999	['分枝杆菌病毒泰姬陵']
C4583001	['分枝杆菌病毒SWU1']
C4583002	['分支杆菌病毒Switzer']
C4583003	['斯巴达分枝杆菌病毒']
C4583004	['梭伦分枝杆菌病毒']
C4583005	['Skipole分枝杆菌病毒']
C4583006	['分枝杆菌病毒SIR细胞']
C4583007	['石兰分枝杆菌病毒']
C4583008	['分枝杆菌病毒Shauna1']
C4583024	['龙眼丛枝病相关病毒']
C4591947	['玉米相关弹状病毒']
C4591948	['蝙蝠相关圆环病毒4']
C4591949	['蝙蝠相关圆环病毒5']
C4591950	['蝙蝠相关圆环病毒6']
C4591951	['蝙蝠相关圆环病毒7']
C4591952	['蝙蝠相关圆环病毒8']
C4591966	['噬菌体chp1']
C4591967	['衣原体病毒Chp2']
C4591968	['衣原体病毒CPG1']
C4592001	['哈卡病毒']
C4592003	['阿尔法恩多纳病毒']
C4592004	['甜菜花叶病毒']
C4592005	['甜菜核盘菌核盘病毒1']
C4592006	['双体病毒']
C4592007	['马蹄疫病毒']
C4592008	['奈萨特病毒']
C4592010	['西马特病毒']
C4592098	['恶作剧病毒B']
C4592099	['恶作剧病毒C']
C4592100	['分枝杆菌病毒Rockstar']
C4592101	['红石分枝杆菌病毒']
C4592102	['分枝杆菌病毒']
C4592103	['查理分枝杆菌病毒']
C4592104	['帕宁α疱疹病毒3']
C4592156	['鹿腺病毒1']
C4592204	['Cosavirus B']
C4592205	['Cosavirus D']
C4592206	['Cosavirus E']
C4592207	['Cosavirus F']
C4592222	['蜥蜴共济失调病毒A']
C4592223	['鹦鹉热共济失调病毒A']
C4592228	['阿比耶纳贝塔埃纳病毒1型']
C4592230	['西塞拉格纳维亚阿尔法恩多纳病毒（Lagenaria siceraria alphaendornavirus）']
C4592308	['大肠杆菌病毒QL01']
C4592343	['大肠杆菌JS98']
C4592345	['菜豆hoja arrugada病毒']
C4592365	['牛相关gemykibivirus 1']
C4592366	['人相关gemykibivirus 1']
C4592484	['未分类的特索病毒']
C4592683	['人类相关gemykibivirus 2']
C4592686	['人相关gemykibivirus 3']
C4592687	['人类相关gemykibivirus 4']
C4592688	['人类相关gemykibivirus 5']
C4592689	['猫鼬相关gemykibivirus 1']
C4592690	['翼龙相关gemykibivirus 1']
C4592691	['污水衍生gemykibivirus 2']
C4592738	['瓜类脉带病毒']
C4592744	['企鹅唾液腺病毒A']
C4592747	['克罗努斯病毒']
C4592748	['红杆菌病毒']
C4592809	['斑鸠菊绿脉带病毒']
C4592846	['米洛利病毒']
C4592854	['黑粉菌RNA病毒6']
C4592870	['未分类费拉病毒']
C4592871	['费拉病毒。']
