C0000005	['(131)I-MAA', '(131)I-Macroaggregated Albumin']
C1445524	['Cajeput tree diagnostic allergen extract', 'Melaleuca leucadendron specific diagnostic allergen extract (product)', 'Melaleuca leucadendron specific diagnostic allergen extract', 'Melaleuca tree diagnostic allergen extract']
C1445525	['Morus alba specific diagnostic allergen extract (product)', 'Morus alba specific diagnostic allergen extract', 'Mulberry tree diagnostic allergen extract']
C1445526	['Olea europaea (pollen) specific diagnostic allergen extract (product)', 'Olea europaea (pollen) specific diagnostic allergen extract', 'Olive tree pollen diagnostic allergen extract']
C1445527	['Phoenix canariensis pollen specific diagnostic allergen extract (product)', 'Phoenix canariensis pollen specific diagnostic allergen extract']
C1445528	['Pine tree diagnostic allergen extract', 'Pinus radiata specific diagnostic allergen extract (product)', 'Pinus radiata specific diagnostic allergen extract']
C1445529	['Pinus strobus specific diagnostic allergen extract (product)', 'Pinus strobus specific diagnostic allergen extract', 'White pine tree diagnostic allergen extract']
C1445530	['London plane diagnostic allergen extract', 'Maple leaf sycamore diagnostic allergen extract', 'Platanus acerifolia specific diagnostic allergen extract (product)', 'Platanus acerifolia specific diagnostic allergen extract']
C1445531	['Cottonwood diagnostic allergen extract', 'Populus deltoides specific diagnostic allergen extract (product)', 'Populus deltoides specific diagnostic allergen extract']
C1445532	['Mesquite pollen diagnostic allergen extract', 'Prosopis juliflora specific diagnostic allergen extract (product)', 'Prosopis juliflora specific diagnostic allergen extract']
C1445533	['Douglas fir diagnostic allergen extract', 'Pseudotsuga taxifolia specific diagnostic allergen extract (product)', 'Pseudotsuga taxifolia specific diagnostic allergen extract']
C1445534	['Quercus alba specific diagnostic allergen extract (product)', 'Quercus alba specific diagnostic allergen extract', 'White oak diagnostic allergen extract']
C1445535	['Salix caprea specific diagnostic allergen extract (product)', 'Salix caprea specific diagnostic allergen extract', 'Willow tree diagnostic allergen extract']
C1445536	['Elder tree diagnostic allergen extract', 'Sambucus nigra specific diagnostic allergen extract (product)', 'Sambucus nigra specific diagnostic allergen extract']
C1445537	['Pepper tree diagnostic allergen extract', 'Schinus molle specific diagnostic allergen extract (product)', 'Schinus molle specific diagnostic allergen extract']
C1445538	['Linden pollen diagnostic allergen extract', 'Tilia cordata specific diagnostic allergen extract (product)', 'Tilia cordata specific diagnostic allergen extract']
C1445539	['Elm tree diagnostic allergen extract', 'Ulmus americana specific diagnostic allergen extract (product)', 'Ulmus americana specific diagnostic allergen extract']
C1445540	['Apis mellifera venom specific diagnostic allergen extract (product)', 'Apis mellifera venom specific diagnostic allergen extract', 'Honey bee venom diagnostic allergen extract']
C1445541	['Dolichovespula arenaria venom specific diagnostic allergen extract (product)', 'Dolichovespula arenaria venom specific diagnostic allergen extract', 'Yellow hornet venom diagnostic allergen extract']
C1445542	['Dolichovespula maculata venom specific diagnostic allergen extract (product)', 'Dolichovespula maculata venom specific diagnostic allergen extract', 'White faced hornet venom diagnostic allergen extract']
C1445543	['Paper wasp diagnostic allergen extract', 'Polistes species venom specific diagnostic allergen extract (product)', 'Polistes species venom specific diagnostic allergen extract']
C1445544	['European hornet diagnostic allergen extract', 'Vespa crabro venom specific diagnostic allergen extract (product)', 'Vespa crabro venom specific diagnostic allergen extract']
C1445545	['Vespula species venom specific diagnostic allergen extract (product)', 'Vespula species venom specific diagnostic allergen extract', 'Yellow jacket venom diagnostic allergen extract']
C1445546	['Amaranthus retroflexus specific diagnostic allergen extract (product)', 'Amaranthus retroflexus specific diagnostic allergen extract', 'Common pigweed diagnostic allergen extract']
C1445547	['Ambrosia artemisifolia specific diagnostic allergen extract', 'Ambrosia elatior specific diagnostic allergen extract (product)', 'Ambrosia elatior specific diagnostic allergen extract', 'Common ragweed diagnostic allergen extract']
C1445548	['Ambrosia psilostachya specific diagnostic allergen extract (product)', 'Ambrosia psilostachya specific diagnostic allergen extract', 'Western ragweed diagnostic allergen extract']
C1445549	['Ambrosia trifida specific diagnostic allergen extract (product)', 'Ambrosia trifida specific diagnostic allergen extract', 'Giant ragweed diagnostic allergen extract']
C1445550	['Artemisia absinthium specific diagnostic allergen extract (product)', 'Artemisia absinthium specific diagnostic allergen extract', 'Wormwood diagnostic allergen extract']
C1445551	['Artemisia vulgaris specific diagnostic allergen extract (product)', 'Artemisia vulgaris specific diagnostic allergen extract', 'Mugwort diagnostic allergen extract']
C1445552	['Atriplex lentiformis specific diagnostic allergen extract (product)', 'Atriplex lentiformis specific diagnostic allergen extract', 'Lenscale diagnostic allergen extract']
C1445553	['Beta vulgaris pollen specific diagnostic allergen extract (product)', 'Beta vulgaris pollen specific diagnostic allergen extract', 'Sugar beet pollen diagnostic allergen extract']
C1445554	['Brassica napus specific diagnostic allergen extract (product)', 'Brassica napus specific diagnostic allergen extract', 'Rape pollen diagnostic allergen extract']
C1445555	['Chenopodium album specific diagnostic allergen extract (product)', 'Chenopodium album specific diagnostic allergen extract', "Lamb's quarters diagnostic allergen extract"]
C1445556	['Chrysanthemum leucanthemum specific diagnostic allergen extract (product)', 'Chrysanthemum leucanthemum specific diagnostic allergen extract', 'Marguerite specific diagnostic allergen extract', 'Ox-eye daisy diagnostic allergen extract']
C1445557	['False ragweed diagnostic allergen extract', 'Franseria acanthicarpa specific diagnostic allergen extract (product)', 'Franseria acanthicarpa specific diagnostic allergen extract']
C1445558	['Helianthus annuus specific diagnostic allergen extract (product)', 'Helianthus annuus specific diagnostic allergen extract', 'Sunflower pollen diagnostic allergen extract']
C1445559	['Iva ciliata specific diagnostic allergen extract (product)', 'Iva ciliata specific diagnostic allergen extract', 'Rough marshelder diagnostic allergen extract']
C1445560	['Firebush diagnostic allergen extract', 'Kochia scoparia specific diagnostic allergen extract (product)', 'Kochia scoparia specific diagnostic allergen extract']
C1445561	['Lupin pollen diagnostic allergen extract', 'Lupinus species specific diagnostic allergen extract (product)', 'Lupinus species specific diagnostic allergen extract']
C1445562	['Matricaria chamomilla specific diagnostic allergen extract (product)', 'Matricaria chamomilla specific diagnostic allergen extract']
C1445563	['Parietaria judaica specific diagnostic allergen extract (product)', 'Parietaria judaica specific diagnostic allergen extract', 'Wall pellitory (Parietaria judaica) diagnostic allergen extract']
C1445564	['Parietaria officinalis specific diagnostic allergen extract (product)', 'Parietaria officinalis specific diagnostic allergen extract', 'Wall pellitory (Parietaria officinalis) diagnostic allergen extract']
C1445565	['English plantain diagnostic allergen extract', 'Plantago lanceolata specific diagnostic allergen extract (product)', 'Plantago lanceolata specific diagnostic allergen extract']
C1445566	['Rumex acetosella specific diagnostic allergen extract (product)', 'Rumex acetosella specific diagnostic allergen extract', 'Sheep sorrel diagnostic allergen extract']
C1445567	['Russian thistle diagnostic allergen extract', 'Salsola kali specific diagnostic allergen extract (product)', 'Salsola kali specific diagnostic allergen extract', 'Saltwort specific diagnostic allergen extract']
C1445568	['Goldenrod diagnostic allergen extract', 'Solidago virgaurea specific diagnostic allergen extract (product)', 'Solidago virgaurea specific diagnostic allergen extract']
C1445569	['Dandelion diagnostic allergen extract', 'Taraxacum vulgare specific diagnostic allergen extract (product)', 'Taraxacum vulgare specific diagnostic allergen extract']
C1445570	['Nettle pollen diagnostic allergen extract', 'Urtica dioica specific diagnostic allergen extract (product)', 'Urtica dioica specific diagnostic allergen extract']
C1445571	['Cocklebur diagnostic allergen extract', 'Xanthium commune specific diagnostic allergen extract (product)', 'Xanthium commune specific diagnostic allergen extract']
C1445572	['Delayed hypersensitivity skin test antigen (product)', 'Delayed hypersensitivity skin test antigen']
C1445705	['ioxaglate meglumine + ioxaglate sodium (procedure)', 'ioxaglate meglumine + ioxaglate sodium']
C1446695	['Permethrin stain (substance)', 'Permethrin stain', 'Permethrin stain', 'Permethrin stain-containing product', 'Product containing permethrin stain (medicinal product)']
C1446780	['Arlacel 83', 'Arlacel 83']
C1447158	['CA 549 antigen, human', 'CA549 glycoprotein, human', 'glycoprotein CA549, human', 'Hybri-Brescon antigen, human']
C1447168	['anionic polypeptide fraction, rat', 'APF protein, rat', 'APF-calcium-binding biliprotein, rat', 'APF-CBP peptide, rat']
C1447185	['PENTEN-bonded silica']
C1447334	['breast cancer-associated p43 protein, human', 'EFTu protein, human', 'Elongation factor Tu, mitochondrial, human', 'elongation factor-like protein P43, human', 'mitochondrial translation factor Tu, human', 'P43 antigen, human', 'P43 elongation factor-like protein, human', 'P43 protein, human', 'Placental isoferritin-associated p43 protein, human', 'Tu translation elongation factor, mitochondrial protein, human', 'TUFM protein, human']
C1447379	['B144 protein, human', 'leukocyte specific transcript 1 protein, human', 'leukocyte-specific transcript 1 protein, human', 'LST-1 protein, human', 'LST1 protein, human']
C1447914	['sclerosteosis protein, human', 'sclerostin protein, human', 'SOST protein, human']
C1448398	['Aminopt']
C1448399	['Mykocert', 'Mykocert']
C1448648	['flavoridin protein, Trimeresurus']
C1449014	['PHA-L protein, Phaseolus vulgaris', 'phytohemagglutinin L protein, Phaseolus vulgaris']
C1449388	['blue fluorescent protein, Aequorea victoria']
C1449392	['dsdrFP616 protein, Discosoma']
C1450084	['mordant yellow 10', 'Mordant Yellow 10', 'MORDANT YELLOW 10']
C1450130	['2-amino-3-phenylpyrazine']
C1450139	['Agents, Luminescent', 'Luminescent Agents']
C1450140	['Agents, Phosphorescent', 'Phosphorescent Agents']
C1450145	['Luciferase, Renilla', 'Luciferases, Renilla', 'Luciferases, Sea Pansy', 'Renilla Luciferase', 'Renilla luciferase', 'Renilla Luciferases', 'Sea Pansy Luciferases']
C1450305	['Alkanal Monooxygenase (FMN-Linked)', 'Bacterial Luciferase', 'Bacterial Luciferases', 'Luciferase, Bacterial', 'Luciferases, Bacterial', 'Luciferases, Bacterial']
C1450306	['Luciferases, Photobacterium', 'Photobacterium Luciferases']
C1450307	['Luciferases, Vibrio', 'Vibrio Luciferases']
C1450308	['Luciferases, Photorhabdus', 'Photorhabdus Luciferases']
C1450363	['EVP 1001-1', 'EVP-1001-1', 'EVP1001-1']
C1450392	['S-(2-fluoroethyl)methionine']
C1450402	['6-methylisoxanthopterin']
C1450407	["5-(3-(1-(5-(5-(biotinylamino)pentanamidomethyl)-2-nitrophenyl)ethoxycarbonylamino)propenyl)-2'-deoxyuracil 5'-triphosphate", 'dUTP-PC-biotin']
C1450947	['FluoZin-1']
C1450974	['99mTc-MVG(2)', "technetium 99m 2-N-(2'-s-triphenylmethylacetyl)amino-(N'-acetylglycine)isovalericamide"]
C1450975	['99mTc-MVGT', "technetium 99m 2-N-(2'-s-triphenylmethylacetyl)amino-(N'-acetyl-(N''-cyclohexanylacetamide))isovalericamide"]
C1451043	['RhodZin-3']
C1451396	['luciferase, cypridina']
C1451398	['luciferase, Photinus']
C1451557	['4-(dimethylamino)naphthalene-1-boronic acid', 'DMANBA']
C1451990	['pyrrolo-deoxycytosine']
C1452209	['6-chloro-3-((2-azetidinyl)methoxy)-5-(2-fluoropyridin-5-yl)pyridine', '6-chloro-AMFP']
